Customer_ID,Subscription,Monthly_Fee,Spending_Category,Monthly_Spending,Cancel_Probability
CUSTS-1854,Netflix,6.14,Travel,364.2,0.81
CUSTS-3453,PlayStation Plus,24.64,Entertainment,217.13,0.78
CUSTS-8513,Netflix,7.84,Education,266.83,0.64
CUSTS-2925,Netflix,27.5,Entertainment,137.41,0.44
CUSTS-8264,Amazon Prime,6.38,Food,496.09,0.24
CUSTS-2387,Hulu,28.71,Travel,158.2,0.28
CUSTS-1392,Adobe Creative Cloud,29.88,Shopping,297.6,0.35
CUSTS-3163,Adobe Creative Cloud,13.59,Shopping,481.7,0.08
CUSTS-8751,Netflix,24.09,Shopping,430.52,0.64
CUSTS-5353,Netflix,26.98,Travel,375.88,0.48
CUSTS-9075,Hulu,10.7,Shopping,146.72,0.15
CUSTS-4751,Hulu,28.9,Healthcare,414.38,0.33
CUSTS-8136,Amazon Prime,8.3,Education,397.79,0.95
CUSTS-3040,PlayStation Plus,15.15,Shopping,124.56,0.45
CUSTS-7511,Apple Music,6.81,Food,430.13,0.53
CUSTS-4508,Netflix,9.07,Healthcare,78.83,0.49
CUSTS-7886,Amazon Prime,6.83,Entertainment,394.91,0.06
CUSTS-7938,Spotify,17.8,Healthcare,60.87,0.92
CUSTS-9568,PlayStation Plus,7.69,Entertainment,182.21,0.29
CUSTS-3518,Apple Music,24.3,Travel,490.3,0.99
CUSTS-7700,Spotify,12.79,Shopping,231.64,0.36
CUSTS-5899,PlayStation Plus,19.08,Entertainment,117.53,0.5
CUSTS-4029,Hulu,14.92,Utilities,343.59,0.51
CUSTS-3111,Netflix,19.31,Healthcare,166.63,0.53
CUSTS-3766,Amazon Prime,17.63,Utilities,138.22,0.07
CUSTS-6926,Amazon Prime,16.09,Travel,161.24,0.56
CUSTS-8663,PlayStation Plus,20.62,Healthcare,410.06,0.24
CUSTS-4077,Adobe Creative Cloud,28.48,Food,401.21,0.61
CUSTS-1770,Adobe Creative Cloud,28.72,Shopping,345.29,0.05
CUSTS-6859,Apple Music,13.1,Travel,376.24,0.87
CUSTS-6908,Spotify,6.83,Healthcare,226.73,0.72
CUSTS-1520,Adobe Creative Cloud,24.98,Utilities,128.45,0.77
CUSTS-6798,Spotify,14.1,Utilities,499.28,0.89
CUSTS-9511,Netflix,14.81,Food,202.97,0.16
CUSTS-5281,Adobe Creative Cloud,16.51,Food,400.13,0.86
CUSTS-1161,Adobe Creative Cloud,5.84,Travel,416.25,0.32
CUSTS-8573,Hulu,27.44,Shopping,452.46,0.45
CUSTS-4407,Hulu,20.2,Food,236.39,0.53
CUSTS-8758,Apple Music,6.96,Entertainment,144.51,0.17
CUSTS-8551,Netflix,5.37,Utilities,466.87,0.75
CUSTS-2198,Apple Music,24.55,Entertainment,379.67,0.51
CUSTS-8479,Spotify,20.94,Utilities,443.48,0.85
CUSTS-2121,Netflix,16.3,Healthcare,403.73,0.39
CUSTS-9497,Hulu,21.92,Utilities,162.95,0.64
CUSTS-1097,PlayStation Plus,24.47,Travel,357.12,0.29
CUSTS-9699,Hulu,19.61,Shopping,188.1,0.97
CUSTS-8198,Hulu,20.79,Travel,496.23,0.3
CUSTS-5772,Adobe Creative Cloud,10.83,Utilities,76.79,0.05
CUSTS-4112,Netflix,8.56,Utilities,444.49,0.8
CUSTS-2126,Disney+,12.06,Education,83.86,0.97
CUSTS-2491,Disney+,22.47,Shopping,120.11,0.54
CUSTS-2367,Apple Music,20.0,Education,486.36,0.35
CUSTS-3722,Apple Music,16.81,Entertainment,291.92,0.84
CUSTS-4977,Netflix,13.24,Food,383.57,0.85
CUSTS-2311,Netflix,21.5,Education,436.05,0.85
CUSTS-4667,Adobe Creative Cloud,22.57,Shopping,203.13,0.17
CUSTS-7174,Spotify,18.93,Healthcare,293.53,0.04
CUSTS-9212,Disney+,14.62,Healthcare,57.08,0.77
CUSTS-1079,Apple Music,11.17,Utilities,461.24,0.58
CUSTS-1063,Amazon Prime,7.86,Food,248.25,0.16
CUSTS-4758,Adobe Creative Cloud,7.83,Shopping,344.0,0.07
CUSTS-5477,Amazon Prime,14.99,Utilities,194.52,0.57
CUSTS-8934,Spotify,10.62,Travel,249.29,0.89
CUSTS-4734,PlayStation Plus,17.03,Education,408.51,0.37
CUSTS-7712,Adobe Creative Cloud,23.89,Utilities,435.73,0.27
CUSTS-1668,Netflix,19.57,Education,363.29,0.15
CUSTS-8576,Amazon Prime,19.61,Utilities,453.11,0.12
CUSTS-4632,Apple Music,25.41,Education,263.42,0.31
CUSTS-9636,Hulu,7.45,Shopping,124.7,0.3
CUSTS-8443,Amazon Prime,28.71,Entertainment,132.09,0.5
CUSTS-2394,Disney+,9.32,Shopping,414.09,0.97
CUSTS-7820,PlayStation Plus,12.34,Healthcare,374.59,0.97
CUSTS-3673,Apple Music,25.9,Travel,288.18,0.81
CUSTS-4802,Hulu,7.76,Healthcare,315.71,0.96
CUSTS-3393,Hulu,15.45,Travel,287.82,0.05
CUSTS-2768,Netflix,17.98,Utilities,489.96,0.94
CUSTS-2370,Amazon Prime,24.28,Travel,303.05,0.5
CUSTS-5149,Netflix,28.18,Entertainment,487.09,0.15
CUSTS-7683,Apple Music,14.07,Food,400.6,0.82
CUSTS-7457,Adobe Creative Cloud,7.89,Travel,460.22,0.58
CUSTS-2646,Hulu,21.53,Shopping,120.47,0.35
CUSTS-1069,Netflix,16.14,Shopping,182.42,0.2
CUSTS-2323,Netflix,23.11,Healthcare,157.44,0.45
CUSTS-9211,Spotify,22.64,Entertainment,466.59,0.75
CUSTS-6423,Netflix,27.19,Healthcare,374.79,0.72
CUSTS-9436,PlayStation Plus,16.58,Travel,82.94,0.41
CUSTS-3595,PlayStation Plus,20.11,Food,320.55,0.73
CUSTS-9217,Adobe Creative Cloud,16.57,Entertainment,87.85,0.1
CUSTS-3046,Netflix,20.37,Entertainment,291.44,0.31
CUSTS-4368,Apple Music,19.71,Healthcare,121.25,0.29
CUSTS-6072,PlayStation Plus,7.88,Shopping,84.37,1.0
CUSTS-5163,Apple Music,7.93,Education,328.52,0.72
CUSTS-5617,Amazon Prime,22.54,Education,81.43,0.63
CUSTS-7138,Adobe Creative Cloud,17.21,Entertainment,95.68,0.82
CUSTS-8868,Disney+,24.99,Utilities,462.46,0.05
CUSTS-2202,PlayStation Plus,12.35,Food,479.28,0.38
CUSTS-6809,Apple Music,28.98,Healthcare,211.84,0.46
CUSTS-9958,Hulu,11.81,Entertainment,146.62,0.21
CUSTS-6825,Adobe Creative Cloud,28.23,Travel,113.48,0.03
CUSTS-6406,Disney+,14.53,Entertainment,448.79,0.76
CUSTS-1155,Netflix,6.97,Healthcare,484.33,0.53
CUSTS-5923,Netflix,26.56,Food,401.64,0.14
CUSTS-5103,Adobe Creative Cloud,15.66,Healthcare,168.54,0.56
CUSTS-7556,Amazon Prime,26.92,Travel,230.27,0.82
CUSTS-3244,Netflix,27.84,Education,92.32,0.44
CUSTS-5363,Adobe Creative Cloud,7.67,Food,474.14,0.4
CUSTS-2001,Apple Music,13.18,Entertainment,363.57,0.43
CUSTS-2695,Spotify,27.57,Shopping,331.74,0.2
CUSTS-4035,Disney+,28.41,Healthcare,449.8,0.27
CUSTS-5263,Adobe Creative Cloud,13.76,Food,157.72,0.61
CUSTS-7677,Netflix,14.4,Food,115.02,0.74
CUSTS-8162,PlayStation Plus,17.71,Utilities,65.98,0.9
CUSTS-5818,Spotify,5.37,Healthcare,318.22,0.78
CUSTS-9083,Amazon Prime,21.89,Food,169.82,0.36
CUSTS-8677,Spotify,17.71,Entertainment,380.71,0.46
CUSTS-4777,Spotify,20.77,Healthcare,453.78,0.99
CUSTS-9363,PlayStation Plus,23.82,Food,191.68,0.74
CUSTS-8922,Apple Music,22.39,Utilities,363.08,0.9
CUSTS-3861,Spotify,7.31,Travel,164.97,0.88
CUSTS-9767,Amazon Prime,9.58,Utilities,255.82,0.57
CUSTS-4571,Netflix,14.57,Education,381.45,0.35
CUSTS-7919,Disney+,10.26,Utilities,140.01,0.7
CUSTS-3740,Disney+,24.63,Education,83.28,0.14
CUSTS-7536,Hulu,10.79,Food,274.66,0.74
CUSTS-5732,Disney+,5.84,Education,99.53,0.42
CUSTS-1373,Hulu,8.95,Travel,242.02,0.16
CUSTS-2044,Adobe Creative Cloud,26.12,Shopping,248.32,0.06
CUSTS-6915,Hulu,6.9,Travel,323.83,0.61
CUSTS-6424,Adobe Creative Cloud,27.37,Shopping,447.97,0.86
CUSTS-7516,Amazon Prime,17.64,Food,444.17,0.66
CUSTS-2344,PlayStation Plus,5.04,Education,239.67,0.48
CUSTS-4030,PlayStation Plus,16.44,Healthcare,326.35,0.78
CUSTS-9002,Adobe Creative Cloud,16.04,Education,473.44,0.09
CUSTS-6523,Adobe Creative Cloud,17.1,Utilities,59.79,0.88
CUSTS-9135,Spotify,23.07,Food,138.02,0.03
CUSTS-1139,Spotify,26.59,Food,199.6,0.7
CUSTS-7320,Hulu,27.55,Food,397.09,0.88
CUSTS-8841,Apple Music,8.67,Entertainment,270.26,0.65
CUSTS-1482,Spotify,7.13,Entertainment,428.1,0.15
CUSTS-9741,PlayStation Plus,13.17,Healthcare,110.44,0.06
CUSTS-2489,Adobe Creative Cloud,19.22,Entertainment,436.34,0.93
CUSTS-3380,Apple Music,8.35,Travel,278.98,0.65
CUSTS-1502,Disney+,15.39,Healthcare,385.46,0.02
CUSTS-4328,Disney+,5.05,Entertainment,450.38,0.28
CUSTS-1320,Disney+,13.25,Entertainment,101.12,0.34
CUSTS-8888,Disney+,13.67,Education,260.25,0.52
CUSTS-2893,PlayStation Plus,13.39,Shopping,142.22,0.6
CUSTS-4779,Spotify,24.05,Entertainment,298.97,0.88
CUSTS-9422,Spotify,12.21,Utilities,60.43,0.94
CUSTS-1096,Apple Music,25.25,Shopping,444.11,0.87
CUSTS-5666,Netflix,11.85,Food,163.61,0.27
CUSTS-7036,Spotify,11.44,Utilities,338.14,0.16
CUSTS-8122,Apple Music,6.14,Entertainment,482.84,0.78
CUSTS-4387,Apple Music,7.9,Education,458.3,0.36
CUSTS-3111,Amazon Prime,20.17,Entertainment,480.48,0.15
CUSTS-3421,Adobe Creative Cloud,27.45,Entertainment,330.02,0.01
CUSTS-5727,PlayStation Plus,22.06,Healthcare,96.09,0.97
CUSTS-5705,Hulu,29.99,Entertainment,181.07,0.82
CUSTS-6320,Hulu,28.32,Education,292.29,0.14
CUSTS-9130,Adobe Creative Cloud,24.85,Food,215.7,0.95
CUSTS-6301,PlayStation Plus,18.85,Healthcare,137.49,0.94
CUSTS-1838,Apple Music,16.06,Travel,125.72,0.24
CUSTS-2269,Netflix,14.15,Travel,455.63,0.62
CUSTS-5176,Hulu,5.89,Education,217.66,0.06
CUSTS-6392,Spotify,12.08,Entertainment,78.64,0.94
CUSTS-8143,Amazon Prime,22.36,Travel,197.67,0.7
CUSTS-6756,PlayStation Plus,5.31,Healthcare,147.27,0.82
CUSTS-6461,Adobe Creative Cloud,21.27,Education,491.49,0.14
CUSTS-8160,Disney+,9.43,Utilities,313.07,0.63
CUSTS-3318,Amazon Prime,14.27,Entertainment,210.4,0.44
CUSTS-3801,Spotify,14.85,Healthcare,369.33,0.43
CUSTS-6817,Netflix,14.48,Food,469.56,0.49
CUSTS-9461,Apple Music,9.68,Education,117.53,0.01
CUSTS-2142,PlayStation Plus,15.71,Education,419.14,0.7
CUSTS-2808,Disney+,14.31,Shopping,102.15,0.78
CUSTS-3150,Amazon Prime,28.52,Food,101.09,0.37
CUSTS-2870,Hulu,13.37,Shopping,291.12,0.29
CUSTS-6891,Apple Music,5.85,Education,395.38,0.28
CUSTS-2374,Adobe Creative Cloud,16.47,Entertainment,208.44,0.34
CUSTS-7404,Hulu,16.01,Food,417.24,0.49
CUSTS-3056,Amazon Prime,5.02,Entertainment,160.4,0.2
CUSTS-6470,PlayStation Plus,19.3,Shopping,268.53,0.85
CUSTS-8594,Spotify,29.76,Shopping,238.02,0.89
CUSTS-3890,Netflix,8.09,Entertainment,152.88,0.07
CUSTS-2411,Disney+,11.62,Shopping,404.75,0.56
CUSTS-7930,Netflix,11.12,Shopping,258.46,0.95
CUSTS-7983,Spotify,6.71,Healthcare,113.18,0.95
CUSTS-3610,Hulu,19.22,Travel,181.66,0.05
CUSTS-7811,Hulu,23.05,Healthcare,150.84,0.46
CUSTS-3396,Hulu,14.59,Healthcare,403.18,0.67
CUSTS-2625,Disney+,27.83,Education,460.68,0.59
CUSTS-2727,Adobe Creative Cloud,16.42,Entertainment,368.21,0.2
CUSTS-6957,PlayStation Plus,21.48,Entertainment,203.1,0.15
CUSTS-6459,Spotify,20.38,Food,306.71,0.52
CUSTS-6402,Disney+,11.14,Shopping,184.08,0.04
CUSTS-3104,Hulu,9.25,Healthcare,289.97,0.45
CUSTS-3584,Hulu,26.37,Healthcare,172.98,0.05
CUSTS-3752,Netflix,19.46,Shopping,462.48,0.88
CUSTS-1953,Spotify,19.32,Healthcare,325.4,0.07
CUSTS-2394,Adobe Creative Cloud,18.82,Shopping,253.02,0.91
CUSTS-7322,Adobe Creative Cloud,9.65,Education,376.35,0.27
CUSTS-2181,Hulu,9.34,Entertainment,461.36,0.43
CUSTS-9338,Hulu,11.11,Shopping,163.25,0.64
CUSTS-6815,Netflix,7.01,Food,337.15,0.31
CUSTS-5886,PlayStation Plus,29.08,Utilities,475.6,0.43
CUSTS-6821,Spotify,14.04,Utilities,225.58,0.23
CUSTS-8569,Netflix,23.4,Shopping,272.0,0.78
CUSTS-9076,Netflix,14.02,Food,367.95,0.62
CUSTS-2678,Amazon Prime,8.34,Travel,96.52,0.33
CUSTS-9616,Adobe Creative Cloud,25.28,Utilities,451.95,0.03
CUSTS-7123,Apple Music,18.6,Entertainment,158.27,0.37
CUSTS-5173,Netflix,7.06,Healthcare,156.64,0.18
CUSTS-1281,Amazon Prime,23.7,Education,266.11,0.72
CUSTS-6987,PlayStation Plus,23.03,Shopping,128.25,0.84
CUSTS-5312,PlayStation Plus,17.52,Healthcare,184.82,0.45
CUSTS-7818,Apple Music,28.76,Healthcare,279.01,0.29
CUSTS-8919,Adobe Creative Cloud,6.4,Utilities,153.94,0.35
CUSTS-3117,Spotify,25.65,Entertainment,109.65,0.89
CUSTS-9860,Netflix,29.14,Food,147.5,0.99
CUSTS-7960,PlayStation Plus,10.77,Utilities,257.53,0.48
CUSTS-5268,Netflix,6.08,Food,375.89,0.92
CUSTS-3316,Disney+,15.81,Utilities,427.46,0.57
CUSTS-6810,Disney+,29.27,Utilities,140.99,0.76
CUSTS-9532,Apple Music,12.19,Healthcare,296.24,0.94
CUSTS-8803,Adobe Creative Cloud,26.28,Shopping,260.42,0.58
CUSTS-7659,Spotify,25.67,Food,148.99,0.19
CUSTS-9949,Netflix,28.52,Travel,404.73,0.33
CUSTS-5118,Disney+,8.77,Healthcare,229.2,0.19
CUSTS-7970,PlayStation Plus,23.81,Shopping,439.3,0.05
CUSTS-8914,Disney+,16.67,Travel,415.01,1.0
CUSTS-1801,Disney+,16.56,Food,486.98,0.8
CUSTS-7293,Spotify,15.22,Utilities,82.69,0.49
CUSTS-3375,Adobe Creative Cloud,24.94,Education,396.51,0.53
CUSTS-5089,Disney+,16.13,Entertainment,436.06,0.53
CUSTS-5126,Disney+,10.34,Healthcare,84.69,0.11
CUSTS-9629,Spotify,11.64,Healthcare,86.15,0.65
CUSTS-7851,PlayStation Plus,18.55,Utilities,180.74,0.3
CUSTS-3191,Spotify,13.44,Healthcare,147.43,0.37
CUSTS-1972,Netflix,21.04,Education,113.21,0.8
CUSTS-4913,Hulu,13.03,Healthcare,88.1,0.5
CUSTS-9753,Amazon Prime,6.63,Shopping,427.88,0.84
CUSTS-6082,Apple Music,29.04,Healthcare,400.93,0.78
CUSTS-1328,Netflix,5.35,Travel,291.65,0.63
CUSTS-5465,PlayStation Plus,23.37,Utilities,497.26,0.54
CUSTS-5661,Disney+,16.5,Travel,237.04,0.54
CUSTS-1759,Adobe Creative Cloud,29.1,Utilities,452.23,1.0
CUSTS-5973,Netflix,15.79,Utilities,329.07,0.54
CUSTS-3122,Netflix,26.45,Healthcare,192.14,0.96
CUSTS-2904,Disney+,19.5,Food,237.06,0.15
CUSTS-6697,Netflix,25.19,Travel,160.88,0.46
CUSTS-2798,Adobe Creative Cloud,8.04,Healthcare,210.23,0.04
CUSTS-6644,Hulu,17.44,Food,225.31,0.38
CUSTS-6632,Disney+,29.7,Travel,425.02,0.75
CUSTS-8154,Spotify,25.19,Entertainment,454.66,0.56
CUSTS-2022,Spotify,29.09,Food,468.27,0.93
CUSTS-2552,Adobe Creative Cloud,14.14,Education,499.14,0.18
CUSTS-1388,PlayStation Plus,26.71,Entertainment,188.51,0.71
CUSTS-8052,Apple Music,29.25,Shopping,94.03,0.19
CUSTS-6334,Netflix,9.92,Utilities,78.3,0.03
CUSTS-2162,Apple Music,6.36,Healthcare,254.95,0.08
CUSTS-6095,PlayStation Plus,18.93,Healthcare,332.59,0.94
CUSTS-5017,Apple Music,16.22,Utilities,405.26,0.84
CUSTS-7211,Apple Music,15.75,Utilities,486.42,0.05
CUSTS-2338,Disney+,17.56,Utilities,62.52,0.79
CUSTS-6716,Netflix,10.65,Entertainment,135.78,0.02
CUSTS-2357,Apple Music,13.01,Shopping,101.57,0.38
CUSTS-7679,Hulu,28.82,Education,283.16,0.45
CUSTS-3723,Netflix,8.92,Food,231.27,0.41
CUSTS-3611,Amazon Prime,16.92,Entertainment,393.75,0.61
CUSTS-2260,Apple Music,24.03,Healthcare,344.3,0.62
CUSTS-1875,Hulu,10.25,Shopping,440.23,0.72
CUSTS-1136,Amazon Prime,29.23,Food,410.72,0.55
CUSTS-1109,Disney+,8.54,Healthcare,144.44,0.03
CUSTS-2509,Hulu,14.95,Shopping,368.02,0.71
CUSTS-4340,Disney+,9.53,Food,484.05,0.47
CUSTS-7009,Hulu,25.62,Utilities,441.4,0.18
CUSTS-6054,Apple Music,23.12,Entertainment,327.85,0.97
CUSTS-8833,Disney+,15.83,Utilities,105.13,0.73
CUSTS-2656,Apple Music,27.38,Healthcare,386.27,0.77
CUSTS-9934,Disney+,10.97,Healthcare,133.9,0.79
CUSTS-5214,PlayStation Plus,22.72,Entertainment,306.66,0.4
CUSTS-2681,Netflix,18.84,Travel,58.64,0.45
CUSTS-6690,Netflix,5.02,Travel,424.77,1.0
CUSTS-1354,Apple Music,28.17,Education,142.64,0.24
CUSTS-8769,Adobe Creative Cloud,17.26,Healthcare,62.4,0.95
CUSTS-8851,Netflix,21.7,Food,466.15,0.74
CUSTS-3801,Spotify,9.35,Shopping,282.05,0.6
CUSTS-1343,Netflix,7.51,Travel,326.45,0.33
CUSTS-8949,Disney+,17.42,Education,69.9,0.07
CUSTS-1655,Adobe Creative Cloud,16.02,Travel,64.59,0.24
CUSTS-6283,Spotify,13.97,Food,394.65,0.12
CUSTS-6746,Netflix,15.08,Healthcare,66.11,0.45
CUSTS-5000,Amazon Prime,18.82,Shopping,259.3,0.18
CUSTS-5086,Netflix,27.69,Education,393.11,0.86
CUSTS-1057,Spotify,11.68,Utilities,340.51,0.32
CUSTS-3569,Spotify,5.79,Healthcare,176.82,0.18
CUSTS-5483,Spotify,13.9,Utilities,477.86,0.7
CUSTS-2946,Apple Music,16.49,Entertainment,239.32,0.78
CUSTS-6507,Amazon Prime,16.15,Food,146.43,0.86
CUSTS-1598,PlayStation Plus,15.99,Entertainment,275.21,0.68
CUSTS-6722,Netflix,27.45,Travel,404.79,0.42
CUSTS-2397,PlayStation Plus,16.66,Travel,292.83,0.42
CUSTS-7739,Spotify,14.25,Shopping,236.63,0.2
CUSTS-1807,PlayStation Plus,23.08,Food,433.41,0.16
CUSTS-7921,Amazon Prime,27.98,Education,449.92,0.56
CUSTS-5651,Hulu,10.55,Healthcare,326.69,0.57
CUSTS-6144,Adobe Creative Cloud,28.44,Food,347.76,0.99
CUSTS-1951,Apple Music,23.6,Entertainment,471.74,0.35
CUSTS-6783,Hulu,29.94,Utilities,305.52,0.18
CUSTS-4330,Hulu,12.02,Utilities,303.61,0.86
CUSTS-6155,Hulu,6.95,Travel,451.36,0.99
CUSTS-3030,Spotify,7.66,Entertainment,129.29,0.18
CUSTS-1347,Netflix,19.08,Travel,344.73,0.59
CUSTS-9903,PlayStation Plus,19.95,Utilities,321.13,0.37
CUSTS-7017,Spotify,28.41,Shopping,174.88,0.99
CUSTS-6617,Hulu,17.34,Utilities,424.87,0.06
CUSTS-4281,PlayStation Plus,9.34,Food,258.96,0.63
CUSTS-8826,PlayStation Plus,7.77,Entertainment,252.98,0.4
CUSTS-5501,Amazon Prime,10.34,Utilities,117.4,0.45
CUSTS-1497,Spotify,14.67,Education,476.92,0.12
CUSTS-7255,Apple Music,18.95,Education,452.76,0.03
CUSTS-1819,Amazon Prime,21.06,Healthcare,193.34,0.69
CUSTS-6842,Adobe Creative Cloud,23.73,Travel,404.42,0.65
CUSTS-9031,PlayStation Plus,19.03,Shopping,319.42,0.89
CUSTS-8290,Adobe Creative Cloud,8.99,Utilities,179.72,0.54
CUSTS-6879,Netflix,6.38,Utilities,298.93,0.92
CUSTS-8878,PlayStation Plus,29.52,Shopping,133.31,0.55
CUSTS-2103,Apple Music,5.82,Food,99.35,0.07
CUSTS-4764,Amazon Prime,23.0,Education,80.22,0.63
CUSTS-3140,Hulu,12.95,Travel,246.09,0.19
CUSTS-5677,Netflix,29.55,Shopping,479.33,0.71
CUSTS-5667,Disney+,20.69,Utilities,176.35,0.55
CUSTS-1601,Netflix,11.24,Utilities,309.55,0.76
CUSTS-1880,Apple Music,26.85,Utilities,276.14,0.68
CUSTS-9256,PlayStation Plus,14.38,Entertainment,390.48,0.94
CUSTS-7423,Apple Music,14.58,Utilities,310.48,0.2
CUSTS-3621,Disney+,20.81,Entertainment,413.36,0.35
CUSTS-5606,Apple Music,13.53,Shopping,294.13,0.84
CUSTS-6241,Spotify,26.44,Shopping,420.39,0.17
CUSTS-5633,Netflix,13.94,Healthcare,145.0,0.08
CUSTS-2561,Netflix,13.35,Entertainment,105.31,0.56
CUSTS-5214,Hulu,15.71,Travel,180.32,0.3
CUSTS-8538,PlayStation Plus,18.76,Shopping,327.47,0.52
CUSTS-2690,Hulu,26.13,Education,211.31,0.75
CUSTS-1870,Spotify,11.06,Entertainment,439.67,0.4
CUSTS-1241,Spotify,21.49,Shopping,240.83,0.7
CUSTS-6023,Disney+,21.98,Utilities,432.93,0.39
CUSTS-2792,Amazon Prime,8.8,Shopping,368.41,0.91
CUSTS-9399,Amazon Prime,13.42,Entertainment,490.41,0.58
CUSTS-4172,PlayStation Plus,5.01,Travel,348.56,0.92
CUSTS-2612,Disney+,14.65,Shopping,108.89,0.77
CUSTS-4487,Netflix,28.13,Utilities,341.34,0.78
CUSTS-3732,Apple Music,6.19,Healthcare,394.99,0.53
CUSTS-7949,Hulu,26.33,Entertainment,84.98,0.33
CUSTS-7648,Adobe Creative Cloud,17.69,Utilities,429.68,0.72
CUSTS-9112,Spotify,24.22,Entertainment,187.72,0.02
CUSTS-6588,Spotify,23.24,Education,119.37,0.99
CUSTS-1822,Amazon Prime,14.63,Shopping,57.39,0.5
CUSTS-4618,Amazon Prime,5.69,Shopping,182.91,0.1
CUSTS-5690,Amazon Prime,5.63,Entertainment,117.17,0.45
CUSTS-5503,Apple Music,6.27,Entertainment,295.71,0.54
CUSTS-8998,Amazon Prime,6.22,Education,397.27,0.83
CUSTS-5622,Adobe Creative Cloud,11.96,Food,368.22,0.23
CUSTS-3668,Adobe Creative Cloud,18.13,Education,61.83,0.4
CUSTS-4928,Spotify,29.41,Education,211.36,0.63
CUSTS-3351,PlayStation Plus,6.46,Utilities,474.88,0.2
CUSTS-7296,Netflix,5.58,Food,195.07,0.21
CUSTS-3946,Amazon Prime,10.27,Shopping,399.36,0.92
CUSTS-3043,PlayStation Plus,19.96,Shopping,253.59,0.38
CUSTS-6278,Netflix,9.72,Shopping,463.65,0.7
CUSTS-6861,Netflix,28.47,Food,442.07,0.25
CUSTS-8846,Adobe Creative Cloud,23.15,Healthcare,497.06,0.17
CUSTS-9097,Disney+,20.66,Entertainment,307.42,0.64
CUSTS-9457,Spotify,5.63,Utilities,364.45,0.23
CUSTS-9062,Amazon Prime,22.3,Healthcare,291.13,0.28
CUSTS-3349,Netflix,25.12,Shopping,105.53,0.14
CUSTS-7462,Hulu,23.83,Healthcare,145.34,0.59
CUSTS-9501,Disney+,6.51,Healthcare,183.34,0.61
CUSTS-9772,Netflix,14.91,Food,70.49,0.4
CUSTS-3281,Netflix,24.04,Food,269.47,0.93
CUSTS-1712,Amazon Prime,27.21,Healthcare,270.02,0.25
CUSTS-1923,Apple Music,11.17,Entertainment,321.15,0.28
CUSTS-5098,Amazon Prime,10.54,Travel,186.36,0.53
CUSTS-1400,Hulu,18.09,Entertainment,452.89,0.13
CUSTS-1434,Adobe Creative Cloud,28.03,Entertainment,336.57,0.97
CUSTS-8065,Spotify,12.05,Utilities,99.26,0.67
CUSTS-4331,Adobe Creative Cloud,17.17,Entertainment,309.37,0.23
CUSTS-5609,Spotify,19.01,Utilities,340.2,0.05
CUSTS-8195,PlayStation Plus,5.96,Shopping,443.42,0.59
CUSTS-9222,Apple Music,13.11,Education,249.05,0.85
CUSTS-5241,Amazon Prime,26.78,Shopping,400.8,0.38
CUSTS-1709,Spotify,12.81,Shopping,128.01,0.41
CUSTS-4422,PlayStation Plus,20.74,Utilities,132.08,0.29
CUSTS-4593,Netflix,9.68,Travel,86.3,0.98
CUSTS-1424,Amazon Prime,5.11,Entertainment,207.89,0.26
CUSTS-2049,Spotify,5.59,Utilities,361.77,0.77
CUSTS-2113,Hulu,26.05,Food,336.17,0.31
CUSTS-9354,Adobe Creative Cloud,18.37,Utilities,470.93,0.16
CUSTS-2596,Spotify,29.02,Travel,141.94,0.2
CUSTS-3632,Apple Music,14.09,Shopping,463.42,0.32
CUSTS-2992,Apple Music,9.89,Travel,87.12,0.73
CUSTS-9025,Amazon Prime,17.56,Travel,488.85,0.74
CUSTS-6929,Adobe Creative Cloud,14.69,Healthcare,205.94,0.24
CUSTS-8397,Adobe Creative Cloud,23.2,Healthcare,485.28,0.99
CUSTS-2971,PlayStation Plus,14.45,Utilities,461.77,0.64
CUSTS-8810,Netflix,14.76,Healthcare,386.17,0.86
CUSTS-9482,Netflix,11.53,Travel,234.78,0.61
CUSTS-8867,Disney+,23.67,Food,51.19,0.69
CUSTS-6685,Spotify,8.65,Travel,281.68,0.18
CUSTS-1661,PlayStation Plus,14.94,Food,108.43,0.26
CUSTS-4803,Spotify,21.47,Food,91.46,0.7
CUSTS-8006,Adobe Creative Cloud,10.62,Education,295.86,0.17
CUSTS-9383,PlayStation Plus,13.23,Education,286.43,0.32
CUSTS-7203,Hulu,9.55,Utilities,231.0,0.02
CUSTS-1357,Adobe Creative Cloud,10.93,Entertainment,384.0,0.29
CUSTS-6454,PlayStation Plus,13.01,Entertainment,79.24,0.16
CUSTS-6047,Adobe Creative Cloud,12.16,Travel,212.56,0.21
CUSTS-5838,Spotify,24.05,Travel,315.19,0.38
CUSTS-3822,Apple Music,16.2,Entertainment,360.98,0.19
CUSTS-1448,Amazon Prime,22.66,Healthcare,286.68,0.06
CUSTS-3675,Disney+,13.04,Education,170.08,0.87
CUSTS-1871,Hulu,27.73,Entertainment,466.63,0.44
CUSTS-2737,Hulu,20.39,Travel,362.14,0.82
CUSTS-7645,Apple Music,6.0,Entertainment,469.59,0.03
CUSTS-6677,Hulu,26.98,Education,253.2,0.63
CUSTS-2440,PlayStation Plus,19.49,Travel,186.81,0.32
CUSTS-7583,Amazon Prime,26.85,Utilities,291.48,0.52
CUSTS-7057,Apple Music,7.4,Shopping,386.0,0.79
