Customer_ID,Net_Worth,Annual_Income,Risk_Appetite,Primary_Investment,Secondary_Investment,Savings_Percentage,Debt_to_Income_Ratio,Retirement_Fund,Preferred_Advisor
CUSTW-00251,1731255.44,245371.27,High,Cryptocurrency,Mutual Funds,25.14,0.12,569046.13,None
CUSTW-00252,1278538.21,450276.07,Low,Mutual Funds,Bonds,12.73,0.09,655611.91,Human Financial Advisor
CUSTW-00253,538599.84,441534.43,High,Mutual Funds,Stocks,33.15,0.08,472845.88,Robo-Advisor
CUSTW-00254,4637702.21,326545.02,High,Gold,Real Estate,21.56,0.46,904097.73,None
CUSTW-00255,3699688.17,490102.22,Low,Savings,Bonds,5.1,0.51,795532.98,Robo-Advisor
CUSTW-00256,4051550.66,422953.6,Moderate,Real Estate,Cryptocurrency,8.05,0.3,316588.44,Human Financial Advisor
CUSTW-00257,2047492.35,158446.22,High,Real Estate,Gold,8.63,0.04,824562.85,Human Financial Advisor
CUSTW-00258,4574075.09,122562.09,High,Savings,Bonds,16.21,0.3,178235.25,Robo-Advisor
CUSTW-00259,2731322.89,112253.21,High,Cryptocurrency,Stocks,49.3,0.63,354900.78,Robo-Advisor
CUSTW-00260,884515.05,373321.09,Moderate,Stocks,Gold,40.64,0.1,4216.24,Human Financial Advisor
CUSTW-00261,4517996.19,169042.07,High,Gold,Mutual Funds,25.32,0.79,497154.05,None
CUSTW-00262,1169706.26,399966.37,Moderate,Real Estate,Gold,20.19,0.92,602338.08,None
CUSTW-00263,3778751.55,165709.95,Moderate,Savings,Stocks,46.0,0.78,688871.0,Human Financial Advisor
CUSTW-00264,2868127.08,395981.39,High,Cryptocurrency,Real Estate,10.39,0.12,580231.15,Human Financial Advisor
CUSTW-00265,737202.13,371683.82,High,Bonds,Gold,21.96,0.23,455832.19,Human Financial Advisor
CUSTW-00266,1156001.76,219150.14,Low,Cryptocurrency,Real Estate,6.71,0.02,339484.33,None
CUSTW-00267,35313.68,127573.53,Low,Real Estate,Gold,23.2,0.94,228444.74,Human Financial Advisor
CUSTW-00268,4057549.32,289306.92,High,Real Estate,Mutual Funds,27.88,0.01,361793.75,Human Financial Advisor
CUSTW-00269,633744.44,413793.9,Low,Savings,Real Estate,16.98,0.34,727295.59,None
CUSTW-00270,2478855.02,404593.58,High,Bonds,Real Estate,36.79,0.04,993526.19,None
CUSTW-00271,4968235.7,241500.49,Moderate,Stocks,Savings,44.86,0.34,78749.63,Robo-Advisor
CUSTW-00272,861967.11,188444.69,Moderate,Bonds,Cryptocurrency,5.46,0.59,207732.96,Human Financial Advisor
CUSTW-00273,1676280.9,43424.25,High,Mutual Funds,Cryptocurrency,39.12,0.44,306257.67,Robo-Advisor
CUSTW-00274,1761297.69,242256.74,High,Bonds,Cryptocurrency,19.43,0.74,289657.7,Human Financial Advisor
CUSTW-00275,2095201.26,51054.08,High,Mutual Funds,Bonds,45.15,0.35,670827.03,Robo-Advisor
CUSTW-00276,1717724.61,144394.23,Moderate,Stocks,Gold,37.0,0.34,42533.9,Robo-Advisor
CUSTW-00277,110673.59,145109.88,High,Bonds,Stocks,34.75,0.92,194031.82,Robo-Advisor
CUSTW-00278,1976883.51,282367.57,Low,Stocks,Bonds,42.58,0.26,763742.6,Human Financial Advisor
CUSTW-00279,2893684.89,489363.33,High,Mutual Funds,Bonds,39.79,0.74,382547.21,Human Financial Advisor
CUSTW-00280,3240284.04,115671.1,Moderate,Bonds,Savings,26.02,0.18,533629.6,Robo-Advisor
CUSTW-00281,4934512.22,307760.31,High,Gold,Stocks,35.11,0.22,512280.67,Robo-Advisor
CUSTW-00282,3704636.66,259372.68,Low,Gold,Cryptocurrency,45.47,0.16,646085.75,Human Financial Advisor
CUSTW-00283,613960.37,174869.74,Low,Cryptocurrency,Mutual Funds,22.61,0.12,676908.09,Human Financial Advisor
CUSTW-00284,562002.15,466287.83,Low,Bonds,Stocks,5.72,0.94,853100.13,Robo-Advisor
CUSTW-00285,2747058.62,139934.77,Moderate,Savings,Bonds,24.32,0.77,650952.42,Human Financial Advisor
CUSTW-00286,754833.43,439810.08,Moderate,Savings,Mutual Funds,41.42,0.66,284744.22,None
CUSTW-00287,1659232.11,302495.12,Low,Stocks,Gold,23.94,0.9,203766.61,Robo-Advisor
CUSTW-00288,1777677.71,342427.02,Low,Gold,Stocks,20.79,0.22,711593.82,None
CUSTW-00289,2348273.59,330735.43,High,Mutual Funds,Stocks,45.39,0.56,869366.93,Robo-Advisor
CUSTW-00290,2466669.85,44047.22,Moderate,Bonds,Real Estate,46.55,0.74,353552.9,None
CUSTW-00291,3652652.34,343727.85,High,Cryptocurrency,Mutual Funds,42.5,0.01,751655.29,Human Financial Advisor
CUSTW-00292,3028601.05,276799.08,Low,Gold,Bonds,24.33,0.31,237643.95,None
CUSTW-00293,127775.54,131305.94,Low,Gold,Real Estate,37.97,0.43,396084.57,None
CUSTW-00294,2039793.93,111854.11,Moderate,Real Estate,Gold,49.95,0.99,743744.78,Human Financial Advisor
CUSTW-00295,4334802.09,478388.09,Moderate,Mutual Funds,Real Estate,26.14,0.15,28437.58,Human Financial Advisor
CUSTW-00296,1303130.88,380591.08,Moderate,Real Estate,Gold,10.8,0.96,629577.16,Human Financial Advisor
CUSTW-00297,3071940.12,351380.35,High,Cryptocurrency,Bonds,27.45,0.76,531487.36,Human Financial Advisor
CUSTW-00298,4114780.41,285046.76,High,Savings,Stocks,27.38,0.7,925690.69,Human Financial Advisor
CUSTW-00299,448207.46,309753.04,High,Cryptocurrency,Real Estate,38.44,0.61,287983.06,Human Financial Advisor
CUSTW-00300,2650280.5,257373.21,Low,Gold,Savings,31.16,0.91,609890.55,Robo-Advisor
CUSTW-00301,4968951.49,404688.27,Low,Real Estate,Savings,49.93,0.12,745856.83,Robo-Advisor
CUSTW-00302,3374283.29,148500.92,Low,Cryptocurrency,Stocks,28.33,0.94,310828.26,Robo-Advisor
CUSTW-00303,4808407.29,404909.98,Moderate,Bonds,Cryptocurrency,44.7,0.08,195648.51,Robo-Advisor
CUSTW-00304,3486052.59,453466.53,Low,Bonds,Gold,29.67,0.06,378041.33,Robo-Advisor
CUSTW-00305,148148.36,32285.76,Low,Savings,Cryptocurrency,33.23,0.91,333710.01,None
CUSTW-00306,2984404.55,488198.26,High,Real Estate,Stocks,42.23,0.98,907081.23,Robo-Advisor
CUSTW-00307,2015401.12,210605.19,Low,Cryptocurrency,Real Estate,28.57,0.7,766482.56,Human Financial Advisor
CUSTW-00308,1269379.99,439711.35,High,Real Estate,Savings,13.63,0.2,552820.1,Human Financial Advisor
CUSTW-00309,3557235.72,187927.36,Moderate,Mutual Funds,Cryptocurrency,28.3,0.12,44319.05,None
CUSTW-00310,494804.87,408052.26,Low,Mutual Funds,Real Estate,43.0,0.15,291418.64,Human Financial Advisor
CUSTW-00311,671227.97,490447.18,Low,Bonds,Mutual Funds,31.38,0.52,620847.19,None
CUSTW-00312,250984.81,287505.88,Low,Bonds,Savings,40.94,0.56,290641.44,Human Financial Advisor
CUSTW-00313,1666332.69,271717.61,Low,Stocks,Cryptocurrency,35.36,0.69,407764.04,Human Financial Advisor
CUSTW-00314,3242917.8,468499.24,High,Bonds,Savings,42.9,0.69,29868.98,Human Financial Advisor
CUSTW-00315,3787791.35,260595.69,Low,Bonds,Cryptocurrency,10.89,0.39,559149.52,Robo-Advisor
CUSTW-00316,3620214.91,398471.73,Moderate,Gold,Bonds,45.66,0.45,57189.54,None
CUSTW-00317,274267.66,468234.07,Low,Mutual Funds,Cryptocurrency,41.77,0.39,727791.7,None
CUSTW-00318,2799186.23,458636.29,Low,Real Estate,Cryptocurrency,49.41,0.63,620867.91,Human Financial Advisor
CUSTW-00319,3689470.75,118500.64,High,Cryptocurrency,Savings,9.15,0.06,553711.34,Robo-Advisor
CUSTW-00320,965102.73,122622.04,Moderate,Gold,Real Estate,7.78,0.74,318283.2,Human Financial Advisor
CUSTW-00321,1159695.58,412803.37,High,Bonds,Real Estate,31.51,0.78,184985.7,Robo-Advisor
CUSTW-00322,307084.23,358441.28,High,Real Estate,Bonds,21.65,0.64,804047.48,Robo-Advisor
CUSTW-00323,4442874.97,180860.68,High,Bonds,Cryptocurrency,30.53,0.24,713189.53,Robo-Advisor
CUSTW-00324,1508059.19,433632.86,Moderate,Mutual Funds,Bonds,12.49,0.21,712241.47,Human Financial Advisor
CUSTW-00325,3426096.54,405473.54,High,Real Estate,Mutual Funds,22.03,0.83,824276.43,None
CUSTW-00326,1723361.01,173677.57,Moderate,Bonds,Gold,14.13,0.76,420180.17,Human Financial Advisor
CUSTW-00327,2075689.53,295021.16,High,Gold,Stocks,36.25,0.85,661150.55,None
CUSTW-00328,1296301.43,309634.68,Moderate,Gold,Cryptocurrency,11.96,0.53,105613.57,None
CUSTW-00329,1939907.17,152267.47,Moderate,Real Estate,Cryptocurrency,17.84,0.94,923792.87,None
CUSTW-00330,2440380.14,412974.41,Moderate,Bonds,Savings,9.08,0.99,539575.67,Human Financial Advisor
CUSTW-00331,232967.97,429705.11,Low,Mutual Funds,Real Estate,44.91,0.07,582470.45,Robo-Advisor
CUSTW-00332,445437.66,83646.02,High,Bonds,Stocks,11.98,0.17,750933.53,Human Financial Advisor
CUSTW-00333,4366996.37,265400.19,Moderate,Real Estate,Cryptocurrency,31.56,0.29,921105.35,None
CUSTW-00334,1021555.89,248398.18,High,Stocks,Real Estate,11.93,0.25,901877.07,None
CUSTW-00335,2820742.33,144866.78,Moderate,Gold,Mutual Funds,18.3,0.88,998616.11,None
CUSTW-00336,3869645.43,145141.98,Moderate,Mutual Funds,Bonds,12.35,0.98,542767.74,None
CUSTW-00337,258525.64,342844.47,Low,Gold,Cryptocurrency,19.36,0.37,63995.06,None
CUSTW-00338,3603024.29,440008.84,High,Cryptocurrency,Bonds,9.89,0.59,6180.44,Human Financial Advisor
CUSTW-00339,3537914.71,429179.83,High,Cryptocurrency,Stocks,41.75,0.08,174339.74,Human Financial Advisor
CUSTW-00340,3056396.16,151897.19,Moderate,Savings,Real Estate,34.63,0.99,651835.36,None
CUSTW-00341,1866806.76,95504.97,Low,Savings,Mutual Funds,49.09,0.89,944372.73,Robo-Advisor
CUSTW-00342,2810009.64,275868.86,Low,Stocks,Gold,40.84,0.85,133373.67,None
CUSTW-00343,1333328.77,491215.73,High,Savings,Cryptocurrency,13.66,0.31,575110.31,Human Financial Advisor
CUSTW-00344,4101492.92,228737.39,Low,Real Estate,Mutual Funds,10.87,0.36,844768.66,None
CUSTW-00345,913535.01,337456.9,Moderate,Savings,Real Estate,38.9,0.11,812205.77,None
CUSTW-00346,4813137.19,228662.83,Low,Cryptocurrency,Stocks,8.37,0.88,622692.92,None
CUSTW-00347,960438.07,243456.77,Moderate,Mutual Funds,Bonds,6.78,0.53,615773.78,None
CUSTW-00348,564336.57,482808.52,Moderate,Mutual Funds,Savings,9.19,0.74,563013.0,Robo-Advisor
CUSTW-00349,20275.59,402286.12,Moderate,Gold,Mutual Funds,19.62,0.93,125100.38,None
CUSTW-00350,1418122.66,173390.11,Low,Bonds,Real Estate,8.39,0.58,557728.37,Human Financial Advisor
CUSTW-00351,2299134.8,195688.67,Low,Real Estate,Gold,25.15,0.04,306139.44,Human Financial Advisor
CUSTW-00352,1107059.67,291113.83,High,Real Estate,Mutual Funds,35.63,0.53,273667.96,None
CUSTW-00353,1764803.28,360343.79,High,Bonds,Real Estate,20.91,0.41,708135.81,None
CUSTW-00354,2181781.32,237583.64,Low,Mutual Funds,Bonds,20.69,0.86,375357.81,None
CUSTW-00355,874662.01,149778.12,Moderate,Gold,Real Estate,44.84,0.17,429601.7,None
CUSTW-00356,1404898.51,353184.71,High,Gold,Cryptocurrency,41.21,0.12,622703.83,Human Financial Advisor
CUSTW-00357,3155510.96,437013.75,High,Gold,Cryptocurrency,25.99,0.21,458326.63,Human Financial Advisor
CUSTW-00358,2429164.33,265240.01,High,Mutual Funds,Savings,12.13,0.99,186109.75,Human Financial Advisor
CUSTW-00359,4931271.53,414178.9,Low,Gold,Bonds,20.46,0.43,214503.77,Human Financial Advisor
CUSTW-00360,3054347.2,98907.51,High,Mutual Funds,Gold,19.98,0.55,945248.92,None
CUSTW-00361,1468450.68,37955.45,Moderate,Stocks,Gold,21.66,0.4,919146.41,Robo-Advisor
CUSTW-00362,31982.71,176253.2,Moderate,Bonds,Gold,22.43,0.88,79649.58,Human Financial Advisor
CUSTW-00363,2357937.98,303743.02,Moderate,Cryptocurrency,Real Estate,47.06,0.19,644968.8,None
CUSTW-00364,4472895.03,298697.25,Moderate,Gold,Cryptocurrency,49.61,0.8,494779.92,None
CUSTW-00365,24682.11,42074.9,High,Mutual Funds,Bonds,14.82,0.8,61221.12,None
CUSTW-00366,668871.67,159682.15,Low,Gold,Mutual Funds,26.43,0.72,196285.85,Human Financial Advisor
CUSTW-00367,250203.92,480098.32,Low,Bonds,Savings,17.75,0.92,85833.14,Robo-Advisor
CUSTW-00368,3410789.49,89143.92,Moderate,Stocks,Cryptocurrency,43.05,0.31,151299.49,Robo-Advisor
CUSTW-00369,1057709.31,371904.22,Low,Stocks,Cryptocurrency,42.67,0.36,9119.95,None
CUSTW-00370,1168505.23,147549.09,High,Real Estate,Savings,12.98,0.91,933758.36,None
CUSTW-00371,4232571.26,218234.09,High,Bonds,Savings,7.18,0.31,580969.38,Human Financial Advisor
CUSTW-00372,2560542.0,329788.83,High,Cryptocurrency,Bonds,18.36,0.56,427123.21,Human Financial Advisor
CUSTW-00373,1206024.29,66312.66,Low,Stocks,Mutual Funds,12.31,0.88,700516.22,Human Financial Advisor
CUSTW-00374,4388944.57,420535.02,High,Real Estate,Savings,38.62,0.82,560086.82,None
CUSTW-00375,877910.59,212262.61,High,Stocks,Cryptocurrency,19.92,0.69,776984.33,Robo-Advisor
CUSTW-00376,3050976.5,238135.64,Low,Real Estate,Gold,9.38,0.15,714200.61,None
CUSTW-00377,1831063.88,208739.01,Low,Stocks,Real Estate,6.67,0.6,879888.12,Robo-Advisor
CUSTW-00378,469731.24,70940.09,Low,Gold,Savings,34.0,0.09,924191.43,None
CUSTW-00379,4862527.78,435124.16,High,Mutual Funds,Bonds,48.57,0.76,766193.13,Robo-Advisor
CUSTW-00380,4655054.37,322431.59,Moderate,Real Estate,Gold,42.15,0.83,43674.21,Human Financial Advisor
CUSTW-00381,4041641.97,350452.06,Low,Mutual Funds,Real Estate,16.11,0.26,928093.41,Robo-Advisor
CUSTW-00382,3769597.96,494148.85,Low,Savings,Cryptocurrency,43.16,0.15,980734.64,Human Financial Advisor
CUSTW-00383,2490678.57,312694.27,High,Bonds,Mutual Funds,6.15,0.82,546413.95,Robo-Advisor
CUSTW-00384,3142594.25,211417.57,Low,Bonds,Cryptocurrency,47.01,0.68,275028.71,Human Financial Advisor
CUSTW-00385,3169914.06,101949.13,Moderate,Stocks,Mutual Funds,38.75,0.88,201402.7,Robo-Advisor
CUSTW-00386,374552.05,183576.37,Moderate,Stocks,Gold,16.21,0.58,874705.05,Human Financial Advisor
CUSTW-00387,1302099.25,447338.56,High,Cryptocurrency,Savings,28.67,0.88,146643.76,None
CUSTW-00388,4047922.4,219479.75,High,Real Estate,Gold,17.12,0.83,309173.84,Robo-Advisor
CUSTW-00389,2483631.99,458179.48,Low,Cryptocurrency,Stocks,18.36,0.92,947455.82,Human Financial Advisor
CUSTW-00390,547923.12,98350.21,Moderate,Mutual Funds,Stocks,27.88,0.14,355070.79,None
CUSTW-00391,3358611.28,111073.76,Low,Stocks,Cryptocurrency,34.03,0.05,190846.49,Robo-Advisor
CUSTW-00392,2377288.99,394102.38,Low,Bonds,Mutual Funds,15.53,0.14,418364.94,Robo-Advisor
CUSTW-00393,708974.25,62377.22,Low,Stocks,Real Estate,18.69,0.2,5907.4,None
CUSTW-00394,4223797.49,228329.85,Moderate,Bonds,Savings,11.22,0.69,366524.7,Human Financial Advisor
CUSTW-00395,2586879.28,487023.36,High,Stocks,Bonds,25.27,0.48,287831.33,None
CUSTW-00396,1471035.05,283597.25,Low,Gold,Mutual Funds,32.21,0.59,33470.46,Human Financial Advisor
CUSTW-00397,937551.79,480847.86,Low,Gold,Mutual Funds,19.51,0.78,258526.24,Robo-Advisor
CUSTW-00398,1955044.0,83629.77,Low,Savings,Stocks,25.17,0.95,381014.27,Robo-Advisor
CUSTW-00399,4406628.19,51974.69,High,Bonds,Savings,23.27,0.8,278843.75,Robo-Advisor
CUSTW-00400,3889649.53,77310.06,Low,Real Estate,Savings,36.29,0.65,850325.6,Robo-Advisor
CUSTW-00401,2322907.85,159928.21,High,Savings,Real Estate,24.09,0.72,886749.26,Robo-Advisor
CUSTW-00402,526797.2,356983.71,High,Bonds,Stocks,30.3,0.63,509534.47,Robo-Advisor
CUSTW-00403,2818871.06,208475.05,Moderate,Bonds,Gold,21.79,0.06,883989.93,Human Financial Advisor
CUSTW-00404,4414734.77,164948.14,Moderate,Cryptocurrency,Stocks,32.49,0.04,537234.72,None
CUSTW-00405,1550383.59,234362.28,Moderate,Mutual Funds,Cryptocurrency,9.45,0.58,654440.8,Robo-Advisor
CUSTW-00406,4747245.82,328793.81,Low,Savings,Stocks,17.6,0.63,112624.08,Robo-Advisor
CUSTW-00407,630755.95,146158.08,Moderate,Real Estate,Savings,15.45,0.92,503891.97,Robo-Advisor
CUSTW-00408,3525686.53,39925.58,High,Gold,Bonds,41.12,0.12,769125.77,Robo-Advisor
CUSTW-00409,4061993.95,123538.09,High,Mutual Funds,Real Estate,23.92,0.43,958787.45,None
CUSTW-00410,2357108.97,90826.7,High,Gold,Cryptocurrency,15.72,0.56,864350.34,None
CUSTW-00411,1219968.2,303054.66,Moderate,Savings,Bonds,17.57,0.87,891880.82,Human Financial Advisor
CUSTW-00412,1758561.39,484182.79,High,Bonds,Stocks,31.6,0.75,99881.07,Robo-Advisor
CUSTW-00413,3120665.2,58494.26,High,Cryptocurrency,Stocks,35.67,0.36,70353.64,None
CUSTW-00414,1675936.23,254274.06,Moderate,Stocks,Bonds,13.98,0.65,189333.29,Human Financial Advisor
CUSTW-00415,683798.76,334668.61,Moderate,Savings,Mutual Funds,13.49,0.22,504742.66,None
CUSTW-00416,2024689.89,272684.01,Low,Real Estate,Stocks,49.24,0.05,306543.68,None
CUSTW-00417,4746567.53,445506.19,High,Mutual Funds,Cryptocurrency,15.11,0.31,664635.38,Human Financial Advisor
CUSTW-00418,3480742.31,206261.94,Moderate,Stocks,Bonds,46.23,0.3,589995.43,None
CUSTW-00419,3956098.8,314605.43,Moderate,Gold,Cryptocurrency,30.23,0.32,208358.56,Human Financial Advisor
CUSTW-00420,3558888.71,342561.18,Low,Savings,Gold,48.35,0.14,827895.81,Robo-Advisor
CUSTW-00421,1288548.16,127016.05,High,Real Estate,Savings,36.58,0.47,26952.86,Human Financial Advisor
CUSTW-00422,3926083.41,126023.62,High,Bonds,Gold,42.2,0.89,295005.76,Robo-Advisor
CUSTW-00423,2678332.82,412873.67,Low,Savings,Bonds,19.23,0.72,828481.59,Human Financial Advisor
CUSTW-00424,3856383.65,50640.17,High,Bonds,Savings,47.51,0.59,218641.16,Human Financial Advisor
CUSTW-00425,4249104.26,336951.9,High,Bonds,Gold,26.0,0.92,212084.61,None
CUSTW-00426,3947790.88,179267.35,Low,Mutual Funds,Real Estate,45.69,0.96,894810.09,None
CUSTW-00427,3576249.79,476926.33,Moderate,Bonds,Real Estate,27.03,0.05,929402.1,None
CUSTW-00428,114417.25,44459.76,Low,Gold,Bonds,35.34,0.67,195610.52,Robo-Advisor
CUSTW-00429,109478.44,428022.11,High,Cryptocurrency,Real Estate,36.13,0.88,523587.72,None
CUSTW-00430,3812540.9,347155.1,Low,Gold,Mutual Funds,12.43,0.83,531587.17,Robo-Advisor
CUSTW-00431,3261886.13,145482.28,Low,Cryptocurrency,Mutual Funds,48.1,0.04,877449.4,Robo-Advisor
CUSTW-00432,369452.18,418178.15,High,Mutual Funds,Bonds,25.69,0.67,248008.78,Human Financial Advisor
CUSTW-00433,1641581.57,40090.9,Low,Gold,Real Estate,7.92,0.05,239018.14,None
CUSTW-00434,4486741.86,486549.5,Low,Gold,Cryptocurrency,34.01,0.74,112014.06,None
CUSTW-00435,2360516.38,91124.98,Moderate,Stocks,Cryptocurrency,20.05,0.6,696587.12,Robo-Advisor
CUSTW-00436,478639.76,79598.99,Low,Stocks,Bonds,7.33,0.71,769280.86,Robo-Advisor
CUSTW-00437,973112.85,387955.67,Moderate,Gold,Cryptocurrency,49.72,0.0,794168.01,Human Financial Advisor
CUSTW-00438,2936378.45,34065.47,Moderate,Savings,Mutual Funds,23.67,0.89,29383.53,None
CUSTW-00439,2633697.26,370497.21,Low,Savings,Stocks,7.89,0.43,778716.62,Human Financial Advisor
CUSTW-00440,2310416.31,493634.42,Low,Savings,Real Estate,9.24,0.91,65826.44,Robo-Advisor
CUSTW-00441,2497553.54,464148.05,Moderate,Bonds,Gold,45.86,0.22,963758.65,Human Financial Advisor
CUSTW-00442,442224.49,80935.01,High,Mutual Funds,Cryptocurrency,31.59,0.17,284619.8,Robo-Advisor
CUSTW-00443,4881751.13,140680.2,Moderate,Bonds,Mutual Funds,7.95,0.12,216240.96,Human Financial Advisor
CUSTW-00444,4404985.29,222086.72,Moderate,Bonds,Cryptocurrency,21.27,0.72,254724.31,None
CUSTW-00445,104406.23,157953.88,High,Mutual Funds,Bonds,24.34,0.0,909278.78,Robo-Advisor
CUSTW-00446,3533060.68,150630.74,Moderate,Real Estate,Bonds,38.61,0.18,626414.11,None
CUSTW-00447,2990614.64,258697.23,Moderate,Gold,Stocks,25.48,0.72,337224.18,Human Financial Advisor
CUSTW-00448,2212552.38,464729.69,Low,Savings,Stocks,34.88,0.83,26422.65,Robo-Advisor
CUSTW-00449,2576654.18,155674.37,Moderate,Cryptocurrency,Gold,10.74,0.67,705594.28,Human Financial Advisor
CUSTW-00450,1134722.9,266074.42,High,Savings,Stocks,44.62,0.52,228326.98,None
CUSTW-00451,1839490.08,143168.99,High,Gold,Mutual Funds,13.41,0.38,147231.76,Human Financial Advisor
CUSTW-00452,1636002.51,422523.88,Low,Cryptocurrency,Real Estate,27.73,0.59,480260.82,Human Financial Advisor
CUSTW-00453,4597378.36,391405.51,Low,Stocks,Cryptocurrency,25.38,0.14,220718.39,None
CUSTW-00454,1475568.28,157153.42,High,Bonds,Cryptocurrency,47.42,0.96,228315.41,Human Financial Advisor
CUSTW-00455,1054025.07,368618.1,High,Savings,Gold,24.41,0.56,265481.97,Human Financial Advisor
CUSTW-00456,2633736.95,193092.6,Low,Mutual Funds,Stocks,22.05,0.69,600180.08,None
CUSTW-00457,747500.72,460700.87,High,Savings,Stocks,46.11,0.46,467522.29,Human Financial Advisor
CUSTW-00458,1952915.67,380716.56,Moderate,Mutual Funds,Gold,47.2,0.84,424202.93,Human Financial Advisor
CUSTW-00459,678769.76,122341.99,Moderate,Savings,Bonds,24.94,0.88,127384.95,Human Financial Advisor
CUSTW-00460,3781556.08,487058.33,Low,Mutual Funds,Savings,5.63,0.0,240561.06,Robo-Advisor
CUSTW-00461,2488697.97,479517.72,Low,Real Estate,Gold,12.85,0.77,149356.48,Human Financial Advisor
CUSTW-00462,473096.78,329991.43,Low,Bonds,Stocks,43.89,0.21,276359.85,Robo-Advisor
CUSTW-00463,152002.71,399860.22,Low,Mutual Funds,Bonds,20.82,0.41,689977.71,Robo-Advisor
CUSTW-00464,2558992.05,480814.73,Moderate,Cryptocurrency,Bonds,14.08,0.37,50040.5,Human Financial Advisor
CUSTW-00465,1963248.03,235456.21,Moderate,Gold,Real Estate,10.04,0.09,791381.12,None
CUSTW-00466,1373230.14,187665.26,Low,Real Estate,Stocks,6.87,0.79,169258.96,Robo-Advisor
CUSTW-00467,2062379.66,176815.2,Moderate,Savings,Cryptocurrency,12.37,0.94,605993.26,Human Financial Advisor
CUSTW-00468,2569714.55,313973.93,Moderate,Real Estate,Savings,30.68,0.09,442201.31,Robo-Advisor
CUSTW-00469,1304753.38,293425.07,Moderate,Cryptocurrency,Savings,31.63,0.97,697167.05,Robo-Advisor
CUSTW-00470,3501216.82,178596.69,Low,Real Estate,Cryptocurrency,24.01,0.19,761565.87,None
CUSTW-00471,2248394.49,314108.83,High,Bonds,Mutual Funds,46.97,0.96,340061.49,None
CUSTW-00472,1668047.11,475467.91,High,Savings,Cryptocurrency,21.67,0.76,754287.53,Human Financial Advisor
CUSTW-00473,488343.12,238941.19,Moderate,Savings,Gold,26.8,0.99,784385.88,Robo-Advisor
CUSTW-00474,3593865.13,208011.31,Low,Mutual Funds,Bonds,38.46,0.88,877729.83,None
CUSTW-00475,2081769.32,78125.74,Moderate,Savings,Bonds,37.97,0.06,157326.88,Robo-Advisor
CUSTW-00476,395705.41,471044.1,High,Real Estate,Gold,12.62,0.8,859389.17,Robo-Advisor
CUSTW-00477,4264879.83,344305.73,Low,Cryptocurrency,Gold,46.32,0.96,550636.51,Robo-Advisor
CUSTW-00478,2400619.13,480161.75,Low,Gold,Mutual Funds,5.09,0.61,122272.94,Robo-Advisor
CUSTW-00479,4031836.06,101488.73,High,Savings,Stocks,33.09,0.96,583603.61,Robo-Advisor
CUSTW-00480,1315714.79,265220.94,High,Bonds,Savings,19.76,0.36,291111.0,Human Financial Advisor
CUSTW-00481,1868482.95,375417.64,Low,Real Estate,Cryptocurrency,16.62,0.73,256923.53,None
CUSTW-00482,271178.91,489335.11,High,Bonds,Stocks,22.93,0.61,783701.64,Human Financial Advisor
CUSTW-00483,310165.86,376782.19,Moderate,Mutual Funds,Real Estate,28.19,0.72,554368.08,None
CUSTW-00484,744725.32,283336.02,Low,Stocks,Cryptocurrency,33.41,0.36,39740.76,None
CUSTW-00485,2101250.99,91927.2,Low,Stocks,Real Estate,14.53,0.02,11595.43,None
CUSTW-00486,3872440.71,309465.52,Low,Savings,Stocks,44.16,0.5,245131.61,None
CUSTW-00487,2658309.4,403622.57,Low,Gold,Stocks,47.27,0.6,538091.32,None
