customer_id,age,income,employment_status,credit_score,existing_loans,loan_amount_requested,loan_purpose,loan_approval_status,debt_to_income_ratio,loan_interest_rate,loan_term,default_risk
640717a3,69,125572,Full-time,400,2,355666,Business,Rejected,0.75,3.09,48,Medium
4a458a6f,55,131741,Self-employed,468,4,76126,Education,Approved,0.43,12.19,36,Low
0ea28438,42,72257,Full-time,629,0,269056,Personal,Approved,0.18,13.3,48,Medium
e6919cfb,46,143695,Unemployed,641,2,418150,Car,Approved,0.55,14.47,60,Low
832465d6,52,40557,Part-time,454,4,218131,Education,Approved,0.42,12.96,24,Low
2b14bd57,28,121111,Unemployed,363,4,231202,Car,Approved,0.39,6.96,240,Low
f84233e6,33,84576,Unemployed,318,2,258979,Personal,Approved,0.69,12.54,60,High
116f8c45,34,124377,Self-employed,493,4,445746,Education,Rejected,0.12,3.75,120,High
167f783e,55,107603,Self-employed,689,5,407973,Personal,Pending,0.35,7.35,36,High
cd70f5dc,25,42296,Full-time,421,2,133676,Personal,Pending,0.71,12.24,180,High
2345e160,34,89674,Unemployed,781,0,485019,Business,Approved,0.78,14.49,12,Low
aa40e38b,43,52398,Full-time,656,4,447746,Personal,Rejected,0.29,4.28,240,Medium
5ef7e85d,42,98442,Part-time,428,2,390497,Home,Rejected,0.16,11.23,60,Low
a4580e7a,25,70485,Unemployed,373,5,404719,Car,Approved,0.11,10.17,24,Medium
b5d2c329,30,86921,Part-time,556,5,41440,Personal,Approved,0.71,13.6,12,Low
4ccb367e,37,97186,Unemployed,672,2,54820,Car,Approved,0.69,13.66,12,Low
e3a08ba8,30,23330,Part-time,792,1,287181,Business,Approved,0.58,9.82,36,Medium
81fe6bc2,58,68471,Self-employed,305,4,42665,Car,Approved,0.68,2.55,24,Medium
38e50f33,44,110699,Part-time,479,4,351737,Car,Pending,0.16,8.28,120,Low
aa511ebe,60,133243,Full-time,334,2,283386,Home,Rejected,0.58,13.01,48,Medium
7ef8b9b3,45,94818,Part-time,356,0,352148,Home,Approved,0.45,2.74,180,Medium
ec6145fd,60,23104,Unemployed,614,0,463815,Car,Approved,0.58,3.31,36,Medium
98593f7a,31,106736,Self-employed,653,3,475732,Personal,Approved,0.6,10.48,120,Low
69aad96e,25,83918,Unemployed,316,5,302078,Business,Approved,0.55,2.84,180,Medium
e6a84719,40,30998,Unemployed,398,5,89586,Home,Approved,0.21,9.37,48,Medium
2940f3c2,66,111489,Full-time,548,3,479573,Personal,Rejected,0.42,13.56,12,High
4dd70a3d,35,139856,Part-time,516,4,333224,Business,Rejected,0.79,6.78,48,Low
68d3337c,27,22645,Full-time,782,3,162471,Education,Approved,0.44,10.48,120,High
541ac550,50,84991,Self-employed,639,3,381812,Home,Pending,0.64,9.4,12,Low
83284068,41,136141,Self-employed,498,2,387192,Personal,Approved,0.71,12.65,48,Medium
f9daa9af,64,138185,Self-employed,772,5,361068,Business,Approved,0.42,10.35,60,Low
84c81693,69,36680,Full-time,600,2,333737,Home,Approved,0.55,12.61,36,Low
be87c49c,33,22164,Part-time,319,3,298603,Personal,Approved,0.21,3.32,12,Low
db8b66e8,19,55244,Unemployed,411,2,420698,Business,Approved,0.58,4.44,36,Low
ebff731c,37,64314,Part-time,727,1,82180,Personal,Approved,0.13,7.25,48,Low
5815ac2c,60,63542,Self-employed,454,5,139555,Education,Approved,0.4,5.71,180,Medium
9a223381,68,90381,Full-time,539,4,180115,Home,Pending,0.39,5.09,240,Low
04110f39,57,74465,Self-employed,726,4,144108,Car,Rejected,0.22,10.76,48,Low
aa16e99f,65,128957,Unemployed,690,4,396201,Business,Rejected,0.64,2.56,24,Medium
5b155e13,33,87804,Unemployed,830,1,52106,Home,Approved,0.13,12.52,180,Low
e172b7b8,27,76725,Unemployed,352,0,20897,Home,Rejected,0.51,2.56,360,Medium
e6f12aa0,55,51655,Full-time,631,1,54342,Business,Approved,0.28,11.35,120,Low
ac8f6707,70,72561,Full-time,815,3,422700,Personal,Approved,0.42,2.54,180,Low
55126e36,53,37697,Full-time,742,0,351158,Home,Pending,0.51,8.98,36,Medium
f9f1f817,35,34351,Part-time,660,2,423246,Personal,Rejected,0.4,3.67,240,Low
1a1c644b,30,60383,Unemployed,388,1,73689,Car,Rejected,0.47,5.49,12,Low
76acadbf,37,105037,Unemployed,792,3,467093,Home,Pending,0.28,6.78,36,Low
4feb77b4,39,122281,Part-time,762,1,173952,Home,Approved,0.23,4.59,48,Medium
aa53c576,42,21554,Part-time,478,5,89758,Personal,Approved,0.43,3.29,240,Low
8bd87861,26,133760,Unemployed,751,1,496873,Car,Approved,0.76,7.88,240,Low
9e86f94e,58,49424,Full-time,577,5,470622,Education,Rejected,0.27,5.08,24,Low
f37db384,45,136159,Self-employed,564,2,91481,Business,Approved,0.2,5.5,240,High
dd050b76,55,37825,Unemployed,330,1,121482,Education,Approved,0.45,10.13,120,High
379ee0b9,68,33995,Unemployed,735,3,144215,Education,Approved,0.14,9.17,360,Low
06cc1963,44,145297,Self-employed,683,3,461296,Personal,Approved,0.26,11.37,60,High
d3775797,23,136741,Self-employed,669,0,52940,Car,Rejected,0.75,11.84,36,Low
e2247c49,39,26329,Self-employed,685,5,427809,Business,Approved,0.77,14.21,12,Low
eacd177d,18,104105,Part-time,676,1,465592,Home,Approved,0.2,9.62,360,Medium
f3354af2,32,149309,Self-employed,487,3,210478,Personal,Approved,0.71,8.19,240,Low
7a4ca731,24,91028,Part-time,602,1,371109,Business,Approved,0.39,10.13,240,Low
f29b1a2e,50,43879,Self-employed,672,1,406774,Car,Pending,0.43,2.57,48,Medium
6f78d8e9,46,49592,Self-employed,565,0,445319,Car,Rejected,0.32,8.85,60,Low
5d06d7af,48,137277,Unemployed,594,2,132250,Education,Pending,0.24,11.99,24,High
ad7d0dbe,18,47582,Self-employed,705,2,378971,Education,Approved,0.51,14.79,36,Low
ba601560,43,86219,Full-time,492,0,60581,Education,Rejected,0.31,7.07,240,High
28323776,55,77226,Part-time,534,5,398484,Car,Approved,0.2,8.12,48,Low
fe312681,50,98357,Unemployed,525,5,76263,Education,Approved,0.1,13.64,180,Low
f290f768,58,52890,Unemployed,775,4,62428,Business,Rejected,0.7,12.35,24,Medium
f68ab888,55,80579,Unemployed,321,2,319363,Home,Pending,0.24,10.17,36,Low
736d03a8,50,59912,Unemployed,386,1,94592,Personal,Approved,0.51,12.65,24,Low
69627215,49,85081,Self-employed,301,0,63936,Business,Approved,0.11,4.97,36,Medium
4f61decb,47,137445,Part-time,683,3,95331,Home,Pending,0.24,5.48,360,Low
a027086e,32,78254,Part-time,678,5,399674,Personal,Approved,0.46,4.64,360,Medium
9677601d,25,96400,Part-time,522,4,456678,Business,Approved,0.41,14.2,120,Low
acf46622,51,99090,Unemployed,435,5,163874,Personal,Rejected,0.14,13.83,24,Low
169f8724,63,64672,Part-time,728,5,203669,Home,Rejected,0.58,14.85,240,High
d613fde8,32,27145,Full-time,683,0,371255,Car,Rejected,0.64,7.13,36,Low
801d1653,69,124702,Unemployed,391,0,14762,Personal,Rejected,0.24,3.8,180,Low
47b00566,47,133965,Unemployed,480,4,95429,Education,Approved,0.2,9.13,24,Low
75a8fdd1,18,82391,Full-time,410,5,398179,Car,Rejected,0.54,4.54,360,High
764d0309,47,98110,Full-time,522,0,413322,Home,Rejected,0.77,11.73,48,Low
d2156fe6,52,125580,Part-time,509,0,318658,Business,Rejected,0.72,12.99,360,Medium
87cc14a4,30,145690,Full-time,606,1,396207,Car,Approved,0.18,11.89,36,Low
c2864740,49,24604,Part-time,653,5,370407,Personal,Pending,0.39,12.37,36,Medium
62960b76,45,123664,Unemployed,634,0,25293,Car,Approved,0.47,10.94,180,Low
6d5879ab,44,82987,Self-employed,846,1,326729,Education,Approved,0.49,14.24,360,Low
21e10547,20,121227,Full-time,585,1,159643,Car,Approved,0.67,14.49,120,Medium
3f335021,66,140947,Unemployed,517,5,59058,Personal,Approved,0.38,13.26,48,Medium
e9554486,45,104799,Self-employed,840,0,355770,Business,Pending,0.59,9.98,48,Low
c8e46d0e,50,122348,Self-employed,637,4,308246,Home,Rejected,0.35,11.7,36,Low
21c0bec9,31,97803,Full-time,632,4,373043,Personal,Rejected,0.71,9.74,60,Low
a1d8a476,47,22051,Part-time,673,2,36408,Business,Approved,0.25,10.98,180,Low
39e1cb52,70,82605,Unemployed,640,3,365352,Personal,Rejected,0.51,14.19,360,Medium
68446a81,36,35632,Self-employed,326,2,239920,Car,Rejected,0.31,4.03,360,Medium
c54c2f43,43,130948,Self-employed,579,0,144556,Home,Approved,0.66,11.13,240,Low
7ff8e0b3,56,106474,Unemployed,818,2,95170,Personal,Rejected,0.67,5.47,180,High
29bf500f,65,118333,Self-employed,783,1,321932,Business,Approved,0.2,11.41,24,Low
4df7d70a,28,65752,Part-time,306,2,369961,Car,Approved,0.16,3.4,48,Medium
464225e6,24,50899,Self-employed,446,5,346407,Home,Rejected,0.22,5.88,240,Medium
2c3dd6c5,30,139463,Part-time,551,4,197006,Education,Approved,0.58,8.18,60,Low
fc7f4df6,68,99967,Unemployed,678,2,421207,Business,Rejected,0.56,3.49,60,Medium
45ca943d,68,78628,Part-time,525,1,486198,Business,Approved,0.38,14.45,180,Low
1795ebab,33,142817,Part-time,323,0,447194,Education,Approved,0.75,9.62,60,Medium
725bb70b,40,71776,Full-time,833,4,295472,Business,Approved,0.38,3.89,36,Low
2f161d30,40,132052,Self-employed,632,5,219154,Home,Approved,0.62,8.19,36,Low
fdf43bf7,26,26030,Self-employed,455,0,451647,Education,Approved,0.12,3.61,120,Low
3c4184c8,43,105925,Unemployed,460,2,447742,Personal,Rejected,0.43,10.67,24,Low
ec8a847f,29,132016,Self-employed,578,1,178558,Education,Approved,0.35,6.9,48,Low
76402eb1,43,73445,Part-time,678,3,483995,Home,Approved,0.4,5.6,48,Medium
4dc4b9ef,65,133737,Part-time,478,3,20415,Business,Approved,0.64,2.91,60,High
d2f0fe7d,20,114141,Unemployed,754,2,150830,Business,Rejected,0.29,5.99,24,Low
59d49406,33,59907,Full-time,732,1,128558,Education,Approved,0.46,13.38,240,High
652f2553,33,59200,Unemployed,476,0,43985,Education,Rejected,0.74,3.61,60,High
b9ca2f7f,47,117463,Unemployed,341,4,492340,Car,Rejected,0.57,7.18,60,High
a6a3b48a,43,136424,Unemployed,307,5,381881,Car,Approved,0.64,5.01,240,Low
78c90c95,61,24908,Self-employed,396,5,225306,Education,Approved,0.63,11.12,240,High
d6006d15,21,24212,Self-employed,811,5,183817,Home,Approved,0.45,12.64,60,Low
50a0ad48,59,29411,Unemployed,822,0,255318,Home,Approved,0.59,4.74,60,Low
f5f5df79,25,87787,Full-time,617,2,134673,Business,Approved,0.55,3.39,60,Medium
28924012,50,53338,Part-time,640,4,303314,Business,Rejected,0.13,4.54,36,Medium
9c1b99ad,67,68814,Unemployed,383,5,466566,Personal,Approved,0.36,2.85,12,Medium
236dd422,59,132808,Self-employed,424,4,207013,Home,Approved,0.6,11.52,180,High
4c18e95e,65,67562,Part-time,351,2,219724,Personal,Rejected,0.52,4.24,36,Low
d1175b61,51,70396,Part-time,815,5,326858,Education,Approved,0.36,3.29,240,Low
d14647cd,56,133418,Self-employed,569,2,5161,Personal,Rejected,0.47,8.51,12,Low
c6f0f210,64,120116,Part-time,594,4,91165,Car,Approved,0.32,5.21,120,Low
5cfb55fa,64,68789,Part-time,660,3,469794,Home,Approved,0.75,5.44,12,High
94879523,61,59546,Full-time,567,0,177508,Business,Approved,0.6,12.66,240,Low
27d5d331,41,134411,Self-employed,312,1,328507,Business,Approved,0.14,12.61,36,Low
2c677ca1,54,92721,Part-time,770,0,27785,Education,Pending,0.31,8.65,60,Low
9c92e17d,33,146826,Full-time,798,5,237132,Education,Approved,0.79,14.51,12,Medium
477870a8,58,102187,Full-time,390,1,350140,Home,Approved,0.52,6.02,12,Low
25336095,57,31709,Part-time,338,2,477077,Car,Approved,0.69,3.66,60,Low
a471894c,24,41715,Self-employed,360,1,234922,Business,Approved,0.4,13.86,360,Low
10c51233,66,141205,Unemployed,488,2,37115,Home,Approved,0.38,11.77,240,Medium
1fe6eaa1,55,21696,Unemployed,394,4,279914,Business,Approved,0.27,13.53,180,Low
b3359799,70,76102,Full-time,519,4,134193,Business,Approved,0.44,12.09,360,Low
7c3f333e,67,26581,Unemployed,838,2,402401,Business,Rejected,0.73,8.84,60,Low
ba032d96,35,55704,Full-time,440,0,167210,Home,Rejected,0.23,4.01,120,Low
288bd151,30,73517,Part-time,708,1,348806,Business,Approved,0.46,14.09,120,Low
6fbd7abc,27,101871,Full-time,502,4,116959,Education,Approved,0.26,11.88,48,Low
5964e5a8,20,100907,Part-time,330,5,47805,Personal,Approved,0.68,11.35,48,Low
7313ce44,27,87724,Part-time,662,4,267009,Home,Approved,0.24,7.45,360,Low
c0246cb5,31,22864,Unemployed,327,1,447792,Education,Rejected,0.41,3.25,60,Medium
c5140838,66,135678,Self-employed,406,3,10555,Car,Approved,0.55,12.46,48,Low
eaabf4dc,49,103869,Self-employed,321,2,175302,Home,Pending,0.34,11.4,180,Low
2b42e4c1,37,39721,Self-employed,848,2,100524,Business,Approved,0.49,4.32,24,High
6f5d4eba,65,91056,Unemployed,829,5,409225,Home,Rejected,0.76,11.43,240,Medium
0bba3a01,48,147114,Full-time,339,4,14574,Home,Rejected,0.15,8.48,60,High
013f8d73,69,83032,Full-time,633,5,357648,Home,Rejected,0.23,4.72,60,Low
ac39f259,60,31533,Unemployed,839,2,113511,Home,Approved,0.67,7.98,180,High
bf98195d,38,28137,Unemployed,776,5,15923,Personal,Rejected,0.78,9.37,240,High
39d2d92a,18,25201,Self-employed,729,0,383832,Business,Approved,0.69,10.79,360,High
fd5f9535,51,33380,Full-time,444,5,348761,Home,Approved,0.61,11.57,240,Low
8c04dd88,55,27395,Full-time,335,2,486136,Personal,Approved,0.79,3.4,24,Low
3981e13b,64,33166,Self-employed,539,2,111453,Car,Approved,0.76,3.2,360,High
09b8ab91,35,98909,Full-time,670,4,282672,Home,Approved,0.76,7.35,180,Low
f4ce807f,47,129096,Unemployed,381,3,359100,Business,Rejected,0.5,6.82,360,Low
3e213a80,67,38827,Part-time,850,1,382228,Education,Pending,0.26,13.89,48,High
d5460460,70,132141,Full-time,680,3,22086,Home,Rejected,0.2,8.8,180,Low
315952f5,45,111681,Self-employed,832,1,249028,Education,Approved,0.31,4.62,36,Low
932963dd,52,24639,Unemployed,353,4,22820,Business,Approved,0.2,7.78,36,High
a3b9fcfd,25,109849,Self-employed,610,1,221740,Home,Approved,0.66,14.78,12,Low
a83a27f9,66,79107,Part-time,689,4,46528,Home,Rejected,0.17,9.12,24,Low
9b7a9f36,20,44517,Part-time,792,3,140592,Education,Pending,0.47,8.69,24,Low
741a5dbc,37,43968,Full-time,624,1,489968,Home,Rejected,0.73,10.18,48,Low
b088b117,32,79054,Unemployed,515,2,289487,Business,Pending,0.23,13.3,120,High
f5482340,58,111807,Self-employed,753,4,311311,Personal,Approved,0.75,9.93,48,Low
79afe192,48,66188,Part-time,353,1,476941,Education,Rejected,0.68,5.71,60,Low
c038c8cf,35,108015,Self-employed,344,3,78316,Personal,Rejected,0.42,4.34,48,Medium
54d9f5ac,65,120950,Full-time,514,5,311267,Home,Pending,0.65,14.78,360,Low
a6a0b470,25,89996,Self-employed,604,5,39619,Car,Approved,0.75,9.06,60,Medium
aec831fc,24,45244,Part-time,443,5,433851,Education,Pending,0.77,10.4,120,Medium
61f5de3e,65,89926,Full-time,433,1,372930,Education,Approved,0.56,10.26,12,Low
a9cb9a49,67,146441,Unemployed,613,3,221907,Business,Approved,0.34,11.99,180,High
908d921a,19,28264,Full-time,703,0,82337,Personal,Approved,0.58,12.13,36,High
59588fd5,25,73300,Self-employed,342,1,435779,Home,Approved,0.74,7.63,180,Low
91110b3d,55,33855,Unemployed,686,5,472926,Home,Rejected,0.41,5.21,24,Medium
0044444e,34,30784,Part-time,376,4,476967,Car,Pending,0.67,8.51,12,Medium
0f5e67cd,39,74894,Full-time,727,5,326337,Car,Approved,0.78,10.81,24,High
330396d5,22,62238,Part-time,383,0,244286,Personal,Approved,0.76,4.98,48,Medium
140d3d57,47,115182,Self-employed,678,0,168973,Home,Approved,0.42,11.69,180,Low
97d80b84,48,32693,Self-employed,714,1,432300,Business,Approved,0.23,14.88,240,Medium
d4d3c841,30,54136,Full-time,563,0,285713,Car,Pending,0.31,4.35,240,Medium
e1ce1821,66,21632,Full-time,811,2,28195,Business,Approved,0.31,13.24,60,Low
0d3c1cd5,46,142266,Unemployed,746,5,499385,Home,Approved,0.67,8.64,240,Medium
64de8dd9,26,106384,Full-time,815,2,82303,Car,Approved,0.7,8.68,180,Low
74f8cb78,23,64155,Full-time,840,3,266331,Personal,Approved,0.66,4.76,120,High
b82a18ec,39,50526,Part-time,479,3,486230,Personal,Rejected,0.7,7.75,48,Low
5b65734f,37,133236,Self-employed,687,3,292339,Business,Approved,0.12,10.09,60,High
45afc051,67,136418,Self-employed,533,1,442668,Education,Rejected,0.57,5.35,36,Low
2678ee83,59,53900,Full-time,775,3,80176,Personal,Approved,0.73,13.65,48,Medium
cc2e516f,60,25562,Part-time,603,4,201039,Education,Approved,0.52,6.92,60,High
6e505371,47,84244,Part-time,775,5,140369,Personal,Approved,0.15,6.93,48,High
58a34aef,23,124590,Unemployed,429,2,207045,Education,Approved,0.13,8.65,180,Medium
fd3a239f,30,54943,Full-time,824,4,49650,Car,Approved,0.31,10.65,48,Low
38b4f234,51,21979,Full-time,796,1,472783,Business,Rejected,0.32,13.06,360,Low
6e85893a,69,127920,Part-time,601,3,111000,Business,Approved,0.19,2.88,180,Low
34d174e1,22,49528,Self-employed,785,2,475204,Home,Approved,0.21,9.03,12,Low
07f2000f,47,30492,Part-time,658,4,85883,Personal,Approved,0.7,10.82,36,Low
1e1fbe92,50,26720,Full-time,493,3,403195,Business,Pending,0.31,13.67,180,High
ec34f3af,56,149300,Unemployed,380,1,369063,Personal,Pending,0.79,10.54,36,Low
7c0d4071,64,119072,Part-time,662,1,316530,Car,Approved,0.55,14.17,60,Low
fb75aaff,53,35755,Full-time,734,2,206671,Business,Approved,0.1,4.6,36,High
9c4a828d,59,26165,Part-time,531,0,385004,Car,Approved,0.13,7.71,12,Low
db91e4b8,54,72697,Full-time,776,3,476749,Personal,Rejected,0.66,14.96,48,Low
7b340577,70,34609,Unemployed,368,0,457705,Education,Approved,0.73,9.42,24,Low
e4593415,53,122922,Unemployed,462,5,370824,Business,Approved,0.63,9.57,240,Medium
e0543881,44,93269,Full-time,751,0,250600,Personal,Approved,0.63,10.46,240,Low
0bc7506a,63,118961,Self-employed,737,2,26589,Home,Approved,0.4,8.56,24,Low
902709a6,56,80159,Full-time,784,1,84810,Personal,Approved,0.64,2.52,60,Medium
eea27ded,67,107979,Part-time,441,0,134999,Business,Approved,0.37,9.0,12,Low
80079532,53,100401,Part-time,760,1,118895,Education,Approved,0.25,8.81,240,Low
859581fc,38,145233,Unemployed,359,0,480198,Business,Approved,0.49,9.7,120,Low
bf0cca65,49,64940,Unemployed,488,2,276963,Business,Approved,0.69,9.33,60,High
f0f5dd74,51,146844,Full-time,492,3,154288,Business,Rejected,0.59,7.96,120,Low
ac6562ad,59,60992,Full-time,686,3,128134,Personal,Approved,0.33,12.06,360,Medium
88be04ae,28,107410,Part-time,318,0,77865,Car,Rejected,0.28,7.55,180,Medium
3d851d4c,32,119131,Full-time,529,0,472623,Education,Approved,0.4,11.14,48,High
c961a7dc,65,29862,Unemployed,470,2,103758,Personal,Approved,0.24,12.61,24,Medium
8bf93278,25,89037,Part-time,318,0,399944,Business,Pending,0.43,14.6,24,High
7e58f2e6,40,119896,Unemployed,326,1,410518,Business,Approved,0.12,10.49,360,Low
93a1bc6b,43,107996,Unemployed,420,5,308389,Car,Approved,0.8,14.25,48,High
97d57140,62,97231,Unemployed,665,3,148082,Education,Pending,0.38,7.03,240,Low
781c66c1,66,149696,Full-time,352,5,89425,Personal,Rejected,0.75,4.43,36,Medium
7e1a23a6,47,133587,Full-time,767,0,192160,Home,Rejected,0.67,7.54,180,Medium
78768d6c,50,82926,Unemployed,555,0,416422,Car,Approved,0.75,12.18,60,High
d32a7375,39,69522,Unemployed,380,5,416501,Car,Rejected,0.53,6.46,48,Low
7def444b,42,121742,Part-time,710,0,25350,Education,Rejected,0.23,6.12,240,Medium
7723a8d3,21,45104,Part-time,578,1,193569,Education,Approved,0.64,8.17,60,High
b3621c35,30,125390,Unemployed,831,1,126131,Business,Approved,0.68,13.98,180,High
f47ca61a,67,75457,Unemployed,591,3,37834,Education,Approved,0.73,7.8,36,Medium
e315a906,55,137805,Unemployed,314,5,94532,Personal,Rejected,0.54,3.25,60,Medium
181fed2b,51,100516,Unemployed,344,1,490743,Business,Rejected,0.13,13.8,60,Low
55d31ad5,64,48020,Unemployed,833,0,208815,Business,Approved,0.52,6.58,240,Medium
e9566c76,68,20178,Part-time,738,4,77886,Car,Pending,0.53,5.69,240,Low
21b2ccfb,48,39508,Part-time,376,1,46090,Business,Approved,0.72,2.84,48,Low
844d5af9,27,44284,Part-time,438,5,112534,Business,Approved,0.11,3.82,36,High
e058a80b,36,138094,Self-employed,536,5,242863,Business,Approved,0.3,12.47,60,Low
cab24f0a,30,53069,Part-time,509,5,452641,Car,Rejected,0.68,4.99,36,Medium
f70646c5,59,146305,Full-time,365,1,8080,Home,Rejected,0.12,5.8,180,High
bf419ddd,69,80757,Part-time,325,3,186353,Education,Rejected,0.68,8.02,24,High
03fe34c1,62,64770,Self-employed,651,4,49675,Business,Approved,0.61,4.01,60,Low
e68e9d5c,36,112788,Unemployed,743,2,129306,Business,Rejected,0.26,3.37,12,High
47572a8d,25,103873,Part-time,388,1,476178,Business,Pending,0.18,2.6,12,Medium
36029bae,55,117009,Unemployed,609,3,204784,Business,Pending,0.25,8.59,24,High
284aa309,34,133159,Part-time,726,0,206981,Business,Approved,0.77,14.02,48,High
5545ce1b,34,117907,Self-employed,461,3,244210,Personal,Approved,0.66,6.49,240,Low
4e9f12ea,30,66841,Unemployed,661,3,32233,Car,Rejected,0.4,10.81,60,Low
3173e509,22,35876,Full-time,834,0,47584,Personal,Approved,0.17,3.01,120,High
ca964be5,28,95914,Full-time,316,2,132627,Business,Approved,0.76,12.93,24,Low
908046cd,54,86057,Self-employed,337,0,27021,Car,Pending,0.28,3.0,180,Medium
8f1128a6,33,93754,Unemployed,590,5,163253,Car,Approved,0.4,10.65,12,High
3df08aa4,68,42739,Part-time,439,1,13970,Education,Approved,0.61,6.66,12,Medium
3c878f96,31,42591,Part-time,481,2,138095,Education,Rejected,0.59,13.81,360,Low
d33545b9,36,50870,Self-employed,416,5,50342,Business,Rejected,0.43,4.92,48,Low
b4d410eb,28,36759,Self-employed,450,5,484269,Home,Rejected,0.64,10.79,60,Medium
abc93dbf,29,50726,Full-time,304,2,379967,Personal,Approved,0.28,13.35,180,Low
20e35cce,54,38655,Unemployed,640,3,87732,Home,Approved,0.31,10.37,360,High
3f8234cd,55,123579,Self-employed,360,3,281176,Business,Approved,0.39,10.12,60,Low
6f289b3c,29,33083,Self-employed,689,4,198563,Personal,Rejected,0.29,2.69,360,Low
81c39152,45,85735,Unemployed,634,1,384206,Business,Rejected,0.71,3.71,24,Medium
7ded7b86,18,62544,Part-time,846,5,408838,Education,Rejected,0.76,6.51,360,Medium
8ffcd1ac,37,132331,Full-time,801,2,206907,Car,Rejected,0.21,4.07,120,High
61281345,35,56907,Part-time,487,2,136966,Car,Approved,0.42,7.51,360,Medium
022380a1,49,76979,Self-employed,849,3,114823,Personal,Rejected,0.79,3.45,240,High
c41f5ad2,30,89731,Full-time,350,0,499727,Business,Rejected,0.44,6.6,36,Low
c97812cf,53,94857,Self-employed,782,3,99604,Personal,Approved,0.25,3.51,24,Low
51cf034a,44,93378,Self-employed,576,1,411084,Home,Rejected,0.62,6.75,360,High
8eebcb7f,65,100442,Self-employed,579,4,468615,Business,Approved,0.57,7.23,180,Low
