business_id,business_name,industry,annual_revenue,annual_expenses,profit_margin,credit_score,loan_amount,risk_category,social_media_presence,customer_sentiment_score
BUS-00272,Business_272,Manufacturing,25837582.31,10346921.73,59.95,595,2877610.3,Medium,2009984,4.38
BUS-00273,Business_273,Retail,41737145.73,13734045.92,67.09,412,949271.12,High,1430610,2.05
BUS-00274,Business_274,Finance,39863394.71,15521711.69,61.06,790,8102808.41,Low,4668813,2.79
BUS-00275,Business_275,Finance,14899403.79,6065322.01,59.29,685,691432.33,Medium,4147092,3.77
BUS-00276,Business_276,Technology,35220725.69,16315976.69,53.68,510,7057999.79,Medium,92191,2.56
BUS-00277,Business_277,Manufacturing,45117578.83,8985855.27,80.08,642,12853556.93,Medium,348684,3.55
BUS-00278,Business_278,Real Estate,28067689.61,10057624.56,64.17,699,4828438.93,Medium,3864065,4.06
BUS-00279,Business_279,Finance,47352132.96,42544441.13,10.15,648,4516297.64,Medium,3454969,2.71
BUS-00280,Business_280,Manufacturing,40193121.46,1932917.87,95.19,840,9438674.41,Low,939489,2.27
BUS-00281,Business_281,Retail,10446521.88,6126867.26,41.35,813,138100.88,Low,2902619,4.62
BUS-00282,Business_282,Real Estate,6614502.65,1597510.58,75.85,620,856087.19,Medium,671141,1.38
BUS-00283,Business_283,Manufacturing,32819836.1,24436543.41,25.54,713,866068.0,Low,2494084,4.85
BUS-00284,Business_284,Technology,3187147.61,550968.67,82.71,557,97824.72,Medium,4103515,2.03
BUS-00285,Business_285,Healthcare,44903732.91,11286383.01,74.87,678,2372308.95,Medium,2059984,4.42
BUS-00286,Business_286,Healthcare,35985667.92,19713487.55,45.22,794,1608473.87,Low,4806883,3.11
BUS-00287,Business_287,Retail,2194128.31,1825556.2,16.8,782,119972.94,Low,560079,4.46
BUS-00288,Business_288,Real Estate,39871868.15,16510301.29,58.59,735,9999532.5,Low,4120835,2.84
BUS-00289,Business_289,Education,20255028.06,16902523.63,16.55,403,5327291.89,High,1609679,1.62
BUS-00290,Business_290,Real Estate,36066496.46,26570529.37,26.33,643,10353976.24,Medium,2032498,2.24
BUS-00291,Business_291,Real Estate,42126367.75,34398455.73,18.34,694,8868824.19,Medium,3043744,4.82
BUS-00292,Business_292,Finance,18831873.56,12633004.88,32.92,685,1213861.47,Medium,2254338,2.92
BUS-00293,Business_293,Finance,17857869.17,7601917.53,57.43,307,1561047.75,High,2021817,3.37
BUS-00294,Business_294,Manufacturing,44932053.11,4569822.3,89.83,754,3054226.92,Low,2666630,3.77
BUS-00295,Business_295,Education,38888472.12,8303391.08,78.65,727,9277616.44,Low,1145876,4.45
BUS-00296,Business_296,Retail,49043690.48,5052392.42,89.7,505,4521113.55,Medium,3303392,4.51
BUS-00297,Business_297,Manufacturing,43686380.27,11858878.32,72.85,415,13070715.44,High,4951138,4.44
BUS-00298,Business_298,Real Estate,46432438.24,35688229.54,23.14,412,674447.16,High,1265146,3.07
BUS-00299,Business_299,Technology,28778730.74,880803.63,96.94,420,8492947.89,High,2028745,3.94
BUS-00300,Business_300,Real Estate,41876530.71,19748534.59,52.84,659,9123573.78,Medium,3379312,1.09
BUS-00301,Business_301,Technology,22856864.12,3796472.41,83.39,660,6655165.02,Medium,4478589,2.14
BUS-00302,Business_302,Healthcare,48393586.67,9166817.8,81.06,469,1067393.52,High,4227063,4.91
BUS-00303,Business_303,Technology,8070303.72,6569460.44,18.6,833,1851441.34,Low,4357494,3.19
BUS-00304,Business_304,Retail,25629670.97,22316406.01,12.93,834,7123203.62,Low,1313904,4.12
BUS-00305,Business_305,Finance,5059342.03,2155304.19,57.4,437,475027.36,High,1396992,1.74
BUS-00306,Business_306,Education,5799332.38,1629124.76,71.91,778,1460132.82,Low,2021798,2.69
BUS-00307,Business_307,Technology,26650938.78,8071799.48,69.71,700,317327.35,Low,955701,1.73
BUS-00308,Business_308,Real Estate,38499433.61,11966558.45,68.92,601,1748402.39,Medium,3312538,1.52
BUS-00309,Business_309,Manufacturing,39628658.58,13667059.02,65.51,410,10225631.05,High,4126077,3.86
BUS-00310,Business_310,Healthcare,11390813.27,7481387.14,34.32,640,3189013.0,Medium,2710279,4.02
BUS-00311,Business_311,Healthcare,9478988.3,4084906.95,56.91,835,2644822.8,Low,1642866,1.09
BUS-00312,Business_312,Real Estate,26487337.63,5299731.74,79.99,527,5104144.25,Medium,324173,1.16
BUS-00313,Business_313,Finance,8702490.27,684659.14,92.13,517,1281725.35,Medium,3034093,1.48
BUS-00314,Business_314,Healthcare,37407793.13,25675787.89,31.36,729,6215408.69,Low,1287306,4.88
BUS-00315,Business_315,Manufacturing,44240648.62,16343157.79,63.06,723,10137914.66,Low,47670,2.06
BUS-00316,Business_316,Education,42791776.86,18413183.28,56.97,359,2557736.8,High,4501068,1.74
BUS-00317,Business_317,Finance,12388558.66,5691359.32,54.06,342,3136498.55,High,1579652,1.75
BUS-00318,Business_318,Retail,11651290.66,2144389.82,81.6,690,2709266.12,Medium,4242948,1.13
BUS-00319,Business_319,Manufacturing,33663613.15,29230891.93,13.17,767,5842854.74,Low,2117630,3.36
BUS-00320,Business_320,Retail,7780815.36,1956607.3,74.85,526,1348544.94,Medium,3606333,1.83
BUS-00321,Business_321,Real Estate,38259464.29,9272534.58,75.76,501,3241706.74,Medium,4127170,2.0
BUS-00322,Business_322,Retail,12749238.69,11062540.72,13.23,576,1062823.31,Medium,547306,4.31
BUS-00323,Business_323,Technology,6652331.94,4728524.67,28.92,455,524468.87,High,3495662,2.6
BUS-00324,Business_324,Healthcare,28647447.62,19322021.81,32.55,849,5737322.61,Low,4400869,4.13
BUS-00325,Business_325,Retail,23246909.02,20668107.22,11.09,531,2413453.36,Medium,4134712,3.98
BUS-00326,Business_326,Real Estate,10950444.37,7317813.42,33.17,325,719839.97,High,4775401,4.69
BUS-00327,Business_327,Healthcare,37225634.8,20329143.22,45.39,508,9375598.92,Medium,275852,1.85
BUS-00328,Business_328,Healthcare,35732659.1,14571671.22,59.22,810,4194317.94,Low,4084244,4.91
BUS-00329,Business_329,Healthcare,29240130.75,7191871.6,75.4,813,6631447.37,Low,4780551,2.46
BUS-00330,Business_330,Technology,1838364.11,1217188.77,33.79,554,191707.01,Medium,4180743,4.41
BUS-00331,Business_331,Manufacturing,1816074.53,1274242.24,29.84,815,316234.16,Low,366277,3.85
BUS-00332,Business_332,Technology,749366.38,384311.72,48.72,649,48187.05,Medium,3883194,3.24
BUS-00333,Business_333,Healthcare,36172606.37,5263774.08,85.45,497,8305671.14,High,2539758,1.22
BUS-00334,Business_334,Retail,13641126.27,5014312.57,63.24,307,3132384.43,High,926781,1.95
BUS-00335,Business_335,Technology,1417695.63,105289.43,92.57,601,43424.58,Medium,517765,3.05
BUS-00336,Business_336,Healthcare,8084021.61,3212973.05,60.26,564,629454.88,Medium,1012366,4.94
BUS-00337,Business_337,Retail,26258091.84,14185582.4,45.98,580,1258769.22,Medium,1082878,1.78
BUS-00338,Business_338,Real Estate,21458476.16,2050930.62,90.44,720,3617041.8,Low,1752418,4.15
BUS-00339,Business_339,Retail,43634956.96,29820300.76,31.66,324,71494.4,High,2630673,2.0
BUS-00340,Business_340,Healthcare,29512662.92,8703051.66,70.51,410,1810922.08,High,4507061,2.18
BUS-00341,Business_341,Healthcare,49960599.6,13835460.1,72.31,464,14005555.25,High,445658,3.32
BUS-00342,Business_342,Manufacturing,14117849.76,10649623.02,24.57,384,226792.58,High,3915632,1.97
BUS-00343,Business_343,Finance,31048666.86,13652161.16,56.03,461,8942480.32,High,2647418,2.41
BUS-00344,Business_344,Education,2984436.94,473756.23,84.13,708,65435.13,Low,3805711,1.57
BUS-00345,Business_345,Real Estate,7839046.92,6902749.69,11.94,606,1156860.7,Medium,3307990,2.86
BUS-00346,Business_346,Finance,31586966.14,2943078.64,90.68,430,7626089.63,High,1191169,3.81
BUS-00347,Business_347,Finance,23264446.49,10927937.19,53.03,465,6978092.64,High,1859167,3.7
BUS-00348,Business_348,Manufacturing,26411554.07,9369912.04,64.52,400,3314051.0,High,4909786,3.26
BUS-00349,Business_349,Manufacturing,36995894.44,22831768.4,38.29,583,9109753.61,Medium,3112212,4.69
BUS-00350,Business_350,Real Estate,40400346.73,28394730.54,29.72,693,2964944.48,Medium,2849493,3.75
BUS-00351,Business_351,Finance,29263453.91,2564942.09,91.23,313,2279776.39,High,4022828,3.46
BUS-00352,Business_352,Healthcare,5004215.09,2750310.55,45.04,785,1448233.15,Low,1266823,1.6
BUS-00353,Business_353,Education,22769456.48,6254883.93,72.53,554,4993119.04,Medium,3131643,3.92
BUS-00354,Business_354,Technology,20800052.89,16633300.85,20.03,746,1818814.43,Low,4669054,4.25
BUS-00355,Business_355,Retail,44249382.83,12595882.86,71.53,579,3260315.16,Medium,3139908,3.05
BUS-00356,Business_356,Healthcare,15552417.6,13048688.74,16.1,371,829057.08,High,2185382,1.98
BUS-00357,Business_357,Education,43428144.48,10995370.17,74.68,477,421417.19,High,2818762,3.66
BUS-00358,Business_358,Finance,33717123.93,19147775.28,43.21,770,9876249.1,Low,1228484,3.17
BUS-00359,Business_359,Technology,21490406.41,1289780.7,94.0,443,771811.44,High,634654,3.65
BUS-00360,Business_360,Manufacturing,7013036.81,5377161.29,23.33,378,1184685.14,High,1756194,1.61
BUS-00361,Business_361,Technology,10639404.03,1275776.04,88.01,791,3181542.53,Low,4905014,3.46
BUS-00362,Business_362,Education,41213551.52,19411127.65,52.9,482,417055.53,High,1032016,2.12
BUS-00363,Business_363,Finance,35027599.97,5692828.64,83.75,746,6838972.36,Low,3054821,4.08
BUS-00364,Business_364,Finance,19404508.87,17033890.1,12.22,441,5790665.35,High,2538278,2.46
BUS-00365,Business_365,Healthcare,39218288.24,6696669.99,82.92,673,600424.46,Medium,898797,3.09
BUS-00366,Business_366,Technology,3506300.1,1019916.23,70.91,702,136557.71,Low,3566739,4.58
BUS-00367,Business_367,Manufacturing,12391100.97,5568049.32,55.06,542,3242009.34,Medium,3166047,2.87
BUS-00368,Business_368,Healthcare,29926841.48,4935796.07,83.51,524,1810150.71,Medium,2876570,1.05
BUS-00369,Business_369,Manufacturing,21250182.78,14325313.05,32.59,507,3070516.48,Medium,712007,2.7
BUS-00370,Business_370,Retail,5346114.99,4133561.65,22.68,701,1265719.99,Low,4535334,3.35
BUS-00371,Business_371,Healthcare,49229786.46,2932281.27,94.04,511,8738582.25,Medium,4947134,4.81
BUS-00372,Business_372,Finance,26487046.41,23517790.26,11.21,578,7617621.66,Medium,4552771,1.89
BUS-00373,Business_373,Retail,47349201.25,21315057.24,54.98,547,11222633.52,Medium,454796,2.15
BUS-00374,Business_374,Real Estate,2881873.8,901786.57,68.71,583,623143.41,Medium,2617830,2.12
BUS-00375,Business_375,Real Estate,35981168.12,24742409.47,31.24,547,360746.43,Medium,2356578,2.6
BUS-00376,Business_376,Manufacturing,4312899.14,254152.76,94.11,732,570576.86,Low,3705862,3.15
BUS-00377,Business_377,Real Estate,28497019.39,19309187.42,32.24,817,1354164.95,Low,4627766,4.35
BUS-00378,Business_378,Education,7583296.33,2519737.22,66.77,632,1432258.36,Medium,2456597,2.41
BUS-00379,Business_379,Healthcare,35622623.41,25161733.1,29.37,339,2981965.27,High,1003053,1.47
BUS-00380,Business_380,Education,36957322.5,8686952.03,76.49,398,4360162.37,High,3525425,2.94
BUS-00381,Business_381,Finance,38759762.36,20886858.96,46.11,567,9207406.91,Medium,2626929,1.31
BUS-00382,Business_382,Real Estate,15490848.35,1883277.42,87.84,731,3558821.29,Low,97037,2.02
BUS-00383,Business_383,Retail,41590238.09,29386805.13,29.34,321,11885350.07,High,347002,2.59
BUS-00384,Business_384,Finance,40148231.63,11909869.21,70.34,491,10364302.94,High,3124486,3.67
BUS-00385,Business_385,Technology,41544175.4,18911917.82,54.48,672,11318412.64,Medium,2862346,2.41
BUS-00386,Business_386,Technology,11214549.87,2024147.4,81.95,377,792824.14,High,603989,4.47
BUS-00387,Business_387,Education,10581516.79,8926524.11,15.64,761,961093.91,Low,4974285,1.91
BUS-00388,Business_388,Technology,49672446.7,10220120.72,79.42,731,12375621.19,Low,3653244,2.96
BUS-00389,Business_389,Technology,33506430.61,3223300.55,90.38,813,8929073.93,Low,1217043,2.66
BUS-00390,Business_390,Retail,31218740.55,27727273.3,11.18,805,7799029.16,Low,2076750,2.31
BUS-00391,Business_391,Retail,41545639.94,12331526.35,70.32,605,10194988.89,Medium,3256959,4.6
BUS-00392,Business_392,Manufacturing,44848447.41,20817120.28,53.58,590,5591380.5,Medium,4732675,2.06
BUS-00393,Business_393,Manufacturing,1744555.86,1106831.47,36.56,766,459048.78,Low,2834198,1.35
BUS-00394,Business_394,Real Estate,24834464.24,12240594.4,50.71,691,3894438.39,Medium,3169816,1.35
BUS-00395,Business_395,Manufacturing,39357901.19,8995728.28,77.14,738,6311460.67,Low,3507762,1.07
BUS-00396,Business_396,Manufacturing,29320153.43,12875889.74,56.09,582,6741584.69,Medium,462009,1.88
BUS-00397,Business_397,Manufacturing,27568487.6,14777545.92,46.4,776,5174784.53,Low,3528062,1.22
BUS-00398,Business_398,Retail,15718586.47,1515155.73,90.36,665,4209650.68,Medium,224934,4.64
BUS-00399,Business_399,Healthcare,45898216.27,25644252.58,44.13,312,550774.3,High,4831376,3.85
BUS-00400,Business_400,Retail,30329371.58,21337378.56,29.65,412,2746786.49,High,4424807,1.66
BUS-00401,Business_401,Retail,14930067.82,1297196.5,91.31,340,3921204.18,High,4142479,1.91
BUS-00402,Business_402,Real Estate,7728741.01,2505489.65,67.58,699,2305080.49,Medium,3531441,3.44
BUS-00403,Business_403,Manufacturing,17801559.48,10128374.43,43.1,695,1910026.56,Medium,2161814,4.37
BUS-00404,Business_404,Real Estate,29182662.42,729368.24,97.5,467,1890254.45,High,619694,1.64
BUS-00405,Business_405,Healthcare,5264652.51,4274207.35,18.81,580,1191801.92,Medium,2050497,4.32
BUS-00406,Business_406,Manufacturing,34025169.83,16466456.37,51.61,625,861838.43,Medium,2589096,3.77
BUS-00407,Business_407,Finance,46800521.52,23867434.64,49.0,626,11419717.24,Medium,4886867,4.63
BUS-00408,Business_408,Technology,25457216.98,14369266.96,43.56,838,1428149.35,Low,2460774,3.18
BUS-00409,Business_409,Finance,21092716.03,2453514.73,88.37,421,652659.64,High,1412485,3.79
BUS-00410,Business_410,Technology,36132573.02,22787440.68,36.93,313,9030272.38,High,2048156,2.99
BUS-00411,Business_411,Retail,38637812.39,21555304.96,44.21,315,9960980.69,High,2028363,2.95
BUS-00412,Business_412,Manufacturing,33186837.88,22651366.37,31.75,630,6202082.25,Medium,4815594,1.99
BUS-00413,Business_413,Education,49189729.41,17499737.82,64.42,673,4369564.74,Medium,2745578,3.09
BUS-00414,Business_414,Real Estate,43808573.7,8679468.54,80.19,543,12529961.68,Medium,4058469,3.06
BUS-00415,Business_415,Finance,13329430.28,6113034.39,54.14,706,3702631.09,Low,1699839,4.35
BUS-00416,Business_416,Manufacturing,33878111.04,13049251.01,61.48,408,6851319.07,High,4435269,3.89
BUS-00417,Business_417,Manufacturing,28722647.48,2836628.8,90.12,526,454073.07,Medium,728058,2.09
BUS-00418,Business_418,Technology,24382620.37,17850485.99,26.79,313,5662617.14,High,2119889,4.87
BUS-00419,Business_419,Technology,24549563.92,3197026.11,86.98,734,1149223.99,Low,4356890,2.3
BUS-00420,Business_420,Healthcare,40897449.44,34861950.55,14.76,648,3081.66,Medium,3382893,4.85
BUS-00421,Business_421,Retail,3147318.65,367699.59,88.32,363,473532.28,High,284356,3.01
BUS-00422,Business_422,Manufacturing,11071419.3,9147972.17,17.37,806,1912635.27,Low,2643434,4.95
BUS-00423,Business_423,Finance,16733375.84,5164355.06,69.14,846,59936.86,Low,4084405,1.18
BUS-00424,Business_424,Education,34586995.84,21549378.42,37.7,563,7660649.25,Medium,760633,2.83
BUS-00425,Business_425,Education,30220662.25,494630.94,98.36,679,4304998.67,Medium,1450071,2.39
BUS-00426,Business_426,Finance,39942119.66,4550167.95,88.61,837,9095125.17,Low,4205933,4.54
BUS-00427,Business_427,Technology,38258146.02,17687177.24,53.77,824,2712902.13,Low,2113988,3.48
BUS-00428,Business_428,Real Estate,5814871.86,3340060.21,42.56,427,1005502.6,High,579447,4.05
BUS-00429,Business_429,Manufacturing,39320732.58,11869228.58,69.81,672,8961152.11,Medium,4208435,1.51
BUS-00430,Business_430,Finance,40880307.09,21059371.76,48.49,434,4343273.36,High,1173592,4.83
BUS-00431,Business_431,Healthcare,4196145.4,2961716.08,29.42,419,1011391.85,High,4550290,2.0
BUS-00432,Business_432,Real Estate,38814178.7,13925647.38,64.12,419,5906243.12,High,3981851,1.41
BUS-00433,Business_433,Real Estate,40771498.6,2421268.89,94.06,485,1045822.07,High,2864342,2.02
BUS-00434,Business_434,Technology,29689150.39,25111054.94,15.42,701,2713132.91,Low,2722162,3.86
BUS-00435,Business_435,Technology,42631293.49,113559.3,99.73,807,4947549.1,Low,2703289,3.95
BUS-00436,Business_436,Technology,10153801.84,5922113.89,41.68,598,1243701.56,Medium,3321121,3.53
BUS-00437,Business_437,Technology,43517231.84,24158086.49,44.49,718,6725890.25,Low,408710,4.63
BUS-00438,Business_438,Finance,36112655.65,28445344.77,21.23,472,5631412.18,High,3070037,3.33
BUS-00439,Business_439,Technology,43458594.0,11247794.94,74.12,727,7614983.98,Low,4841802,2.19
BUS-00440,Business_440,Healthcare,29527944.87,4133620.34,86.0,493,5035009.77,High,3834940,3.03
BUS-00441,Business_441,Finance,49156069.47,25435399.52,48.26,330,1375345.4,High,4386976,2.82
BUS-00442,Business_442,Healthcare,36642786.27,5678090.38,84.5,664,1751863.95,Medium,3476,1.47
BUS-00443,Business_443,Healthcare,13586698.14,2871799.59,78.86,404,1833920.36,High,3370243,1.78
BUS-00444,Business_444,Retail,37907760.56,15500892.84,59.11,404,825982.36,High,740047,3.44
BUS-00445,Business_445,Technology,22506083.95,15269288.74,32.15,372,4500131.95,High,4337410,2.89
BUS-00446,Business_446,Finance,20874060.94,1678740.78,91.96,346,409098.29,High,2520024,4.62
BUS-00447,Business_447,Finance,23154961.89,4351096.63,81.21,512,3840019.33,Medium,1751930,4.69
BUS-00448,Business_448,Retail,47642947.88,17800903.99,62.64,781,7040352.02,Low,1243852,3.04
BUS-00449,Business_449,Manufacturing,21151221.5,952681.02,95.5,640,1184268.27,Medium,1659989,3.84
BUS-00450,Business_450,Education,49489000.87,25701037.32,48.07,403,6296715.71,High,4252186,2.94
BUS-00451,Business_451,Finance,38211562.6,16322900.8,57.28,691,8068753.14,Medium,1839757,1.89
BUS-00452,Business_452,Retail,4881051.51,2215679.59,54.61,538,1043844.23,Medium,3056460,3.71
BUS-00453,Business_453,Retail,34030639.35,18696027.24,45.06,501,3128959.11,Medium,126937,3.33
BUS-00454,Business_454,Retail,10686090.3,8043796.52,24.73,530,2906142.17,Medium,3844104,3.2
BUS-00455,Business_455,Real Estate,22638736.36,5721217.53,74.73,412,5306295.42,High,1368427,1.16
BUS-00456,Business_456,Healthcare,34313538.79,9778576.98,71.5,562,4850971.76,Medium,310118,2.79
BUS-00457,Business_457,Real Estate,12759019.29,3529397.24,72.34,520,2502477.71,Medium,1490972,4.16
BUS-00458,Business_458,Manufacturing,26613611.89,9306969.19,65.03,622,1268087.34,Medium,3040736,4.28
BUS-00459,Business_459,Retail,27347746.53,9007021.1,67.06,721,7243616.78,Low,287749,1.42
BUS-00460,Business_460,Healthcare,1279036.0,310105.73,75.75,617,82266.59,Medium,1222937,1.14
BUS-00461,Business_461,Manufacturing,45696168.35,30399721.72,33.47,518,6998616.71,Medium,1621501,2.88
BUS-00462,Business_462,Technology,38444641.29,32162757.13,16.34,476,1177003.43,High,35877,1.81
BUS-00463,Business_463,Healthcare,9641773.28,5041805.01,47.71,441,2121566.0,High,4011902,4.99
BUS-00464,Business_464,Retail,24676460.26,182061.3,99.26,707,2614074.33,Low,751408,2.45
BUS-00465,Business_465,Education,24478122.48,8242250.37,66.33,344,4242869.82,High,1003202,3.75
BUS-00466,Business_466,Finance,2768838.26,824770.89,70.21,494,574522.54,High,4351768,4.85
BUS-00467,Business_467,Healthcare,3032428.1,1574788.32,48.07,690,223980.49,Medium,3025071,2.32
BUS-00468,Business_468,Technology,18671314.68,16230332.85,13.07,512,123704.18,Medium,2428049,3.06
BUS-00469,Business_469,Retail,37522767.64,11068588.65,70.5,541,4518198.58,Medium,3603947,4.73
BUS-00470,Business_470,Retail,38666225.73,30344677.76,21.52,457,6578043.78,High,104656,3.6
BUS-00471,Business_471,Healthcare,42707217.6,35236061.55,17.49,634,7874326.65,Medium,4559575,4.09
BUS-00472,Business_472,Technology,34477226.65,11999583.41,65.2,535,6805171.63,Medium,1106991,1.19
BUS-00473,Business_473,Real Estate,9259183.34,733296.43,92.08,609,2232618.37,Medium,3909309,1.37
